============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(76.5 MeV) ==> Mylar_IC+CF4_IC+Mylar_CF( 45.6 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  524  8 .6076236E+08   4561630E+02  .1058E+07  .6413E+06   .9999819  .0049808  .0033753
T  525  8 .6092973E+08   4561630E+02 -.1027E+07 -.1851E+07   .9999847  .0009095 -.0054644
T  526  8 .6061412E+08   4561630E+02  .4179E+07  .4437E+07   .9999140  .0096166  .0089185
T  527  8 .6096549E+08   4561631E+02 -.8744E+06 -.7934E+06   .9999931 -.0029359 -.0022577
T  528  8 .6076080E+08   4561631E+02 -.7949E+05  .1697E+07   .9999830 -.0009756  .0057488
T  529  8 .6095954E+08   4561631E+02 -.2275E+07  .3692E+06   .9999800 -.0062820  .0006677
T  530  8 .6056738E+08   4561630E+02  .1864E+07 -.8822E+06   .9999939  .0030537  .0017207
T  531  8 .6068664E+08   4561631E+02  .9380E+06  .1066E+07   .9999986  .0014288  .0009059
T  532  8 .6087786E+08   4561631E+02  .1609E+06 -.7513E+06   .9999959  .0018333 -.0022035
T  533  8 .6086212E+08   4561630E+02  .1416E+07  .1620E+07   .9999852  .0043914  .0032170
T  534  8 .6086108E+08   4561631E+02  .4945E+07  .2226E+07   .9999539  .0095475 -.0010400
T  535  8 .6097172E+08   4561631E+02 -.1862E+07 -.2087E+06   .9999892 -.0040270  .0023196
T  536  8 .6072109E+08   4561631E+02 -.2501E+07  .6905E+06   .9999762 -.0060763  .0032661
T  537  8 .6093189E+08   4561630E+02  .1603E+07 -.8820E+06   .9999886  .0032966 -.0034587
T  538  8 .6073838E+08   4561631E+02  .1672E+07  .8967E+06   .9999903  .0043667  .0005094
T  539  8 .6069099E+08   4561631E+02  .1189E+07  .1205E+06   .9999952  .0011106  .0029008
T  540  8 .6092642E+08   4561631E+02  .7126E+06  .2168E+07   .9999441 -.0028761  .0101792
T  541  8 .6083504E+08   4561630E+02 -.2106E+07 -.1114E+06   .9999691 -.0077223 -.0014656
T  542  8 .6070789E+08   4561630E+02 -.3623E+06  .3381E+05   .9999994 -.0001586  .0010779
T  543  8 .6128255E+08   4561631E+02 -.8523E+06  .1085E+05   .9999970 -.0022082  .0010708
T  544  8 .6121293E+08   4561630E+02 -.1726E+07 -.2814E+06   .9999952 -.0031039 -.0002218
T  545  8 .6088528E+08   4561630E+02 -.3919E+06  .7695E+06   .9999933 -.0012256  .0034636
T  546  8 .6067049E+08   4561630E+02 -.1226E+07 -.4767E+06   .9999919 -.0029871 -.0027145
T  547  8 .6066880E+08   4561630E+02  .2567E+07  .8164E+06   .9999826  .0054038  .0023653
T  548  8 .6088468E+08   4561630E+02  .2348E+06  .5474E+06   .9999964 -.0020772  .0016869
T  549  8 .6090013E+08   4561631E+02  .1771E+06 -.1426E+06   .9999992  .0008926  .0008477
T  550  8 .6063370E+08   4561630E+02  .1090E+07 -.7446E+06   .9999950  .0027816 -.0015054
T  551  8 .6090283E+08   4561630E+02 -.3220E+07  .2596E+07   .9999374 -.0098003  .0054065
T  552  8 .6091859E+08   4561630E+02  .2993E+07 -.6842E+06   .9999732  .0054545 -.0048740
T  553  8 .6092546E+08   4561630E+02  .1889E+07  .9924E+05   .9998904  .0145139  .0029355
T  554  8 .6079277E+08   4561630E+02 -.2039E+07  .1126E+07   .9999856 -.0050941  .0016669
T  555  8 .6076937E+08   4561630E+02  .3414E+06  .2237E+06   .9999967  .0025519 -.0000184
T  556  8 .6093486E+08   4561630E+02 -.1845E+07  .8645E+06   .9999878 -.0040758  .0027835
T  557  8 .6095404E+08   4561631E+02  .2221E+07  .2811E+07   .9999670  .0036115  .0072748
T  558  8 .6090484E+08   4561630E+02 -.4837E+05 -.9212E+05   .9999975 -.0022119 -.0001448
T  559  8 .6113508E+08   4561630E+02 -.3672E+07  .2400E+06   .9999558 -.0093361 -.0011237
T  560  8 .6073001E+08   4561630E+02 -.6541E+06  .3254E+06   .9999993 -.0002894  .0011488
T  561  8 .6085228E+08   4561630E+02 -.1618E+07 -.1932E+07   .9999706 -.0071114 -.0028802
T  562  8 .6096335E+08   4561630E+02  .1465E+07  .1916E+07   .9999768  .0047959  .0048338
T  563  8 .6108025E+08   4561630E+02  .2084E+07 -.2373E+06   .9999730  .0072490 -.0011946
T  564  8 .6086039E+08   4561631E+02  .1731E+07  .2496E+06   .9999917  .0039642  .0009341
T  565  8 .6072066E+08   4561630E+02  .2181E+07 -.1335E+06   .9999838  .0055385 -.0012894
T  566  8 .6094691E+08   4561631E+02  .6813E+06 -.1715E+07   .9999815  .0050777 -.0033536
T  567  8 .6092650E+08   4561631E+02  .8358E+05 -.1020E+07   .9999910 -.0000403 -.0042512
T  568  8 .6114183E+08   4561631E+02  .3891E+07  .1211E+06   .9999562  .0093381 -.0006522
T  569  8 .6075844E+08   4561630E+02 -.3598E+07 -.1419E+07   .9999805 -.0062388  .0001387
T  570  8 .6090337E+08   4561631E+02  .2236E+07  .5320E+06   .9999810  .0058878  .0018293
T  571  8 .6071717E+08   4561630E+02 -.6706E+06 -.1559E+07   .9999853 -.0017597 -.0051354
T  572  8 .6089910E+08   4561631E+02 -.3456E+06  .1866E+06   .9999962 -.0026254 -.0008789
T  573  8 .6078705E+08   4561631E+02 -.1091E+07  .1084E+07   .9999945 -.0020614  .0025867
T  574  8 .6080421E+08   4561630E+02 -.9200E+06 -.2720E+06   .9999955 -.0026116 -.0014462
T  575  8 .6088350E+08   4561630E+02 -.3747E+06 -.1308E+07   .9999881 -.0046195 -.0015977
T  576  8 .6095605E+08   4561630E+02  .4229E+06 -.7746E+06   .9999995 -.0007227  .0006891
T  577  8 .6077445E+08   4561630E+02  .1842E+06 -.5092E+06   .9999949  .0013228 -.0028970
T  578  8 .6093081E+08   4561631E+02 -.8164E+06  .1045E+07   .9999764 -.0018217  .0066306
T  579  8 .6073801E+08   4561631E+02  .1027E+07 -.2050E+07   .9999743  .0041309 -.0058672
T  580  8 .6069886E+08   4561631E+02 -.1332E+07 -.4036E+05   .9999961 -.0025128  .0012054
T  581  8 .6064949E+08   4561630E+02  .1070E+07 -.1459E+07   .9999804  .0055823 -.0028365
T  582  8 .6099281E+08   4561630E+02  .2395E+06  .8112E+06   .9999960  .0014205  .0024254
T  583  8 .6088190E+08   4561630E+02  .1499E+07  .4372E+06   .9999966 -.0022130  .0013663
T  584  8 .6083983E+08   4561630E+02  .2164E+06  .4427E+06   .9999948  .0028535  .0014745
T  585  8 .6093955E+08   4561630E+02 -.4043E+07  .1191E+07   .9999329 -.0110310  .0035434
T  586  8 .6052595E+08   4561630E+02  .1119E+06 -.3900E+06   .9999984  .0002306 -.0017794
T  587  8 .6080753E+08   4561631E+02  .5939E+06 -.2460E+06   .9999990 -.0012333 -.0006425
T  588  8 .6084641E+08   4561631E+02  .3859E+07 -.5718E+07   .9999150  .0091731 -.0092681
T  589  8 .6069452E+08   4561630E+02 -.2495E+07 -.8795E+06   .9999772 -.0067564 -.0001910
T  590  8 .6081382E+08   4561630E+02 -.3177E+06  .2782E+07   .9999719 -.0023515  .0071221
T  591  8 .6071663E+08   4561630E+02  .7961E+06 -.2508E+06   .9999928  .0028830  .0024869
T  592  8 .6091502E+08   4561630E+02  .9713E+06 -.6954E+06   .9999899  .0044209 -.0007739
T  593  8 .6079086E+08   4561631E+02  .2366E+06 -.1193E+07   .9999947  .0001922 -.0032581
T  594  8 .6103865E+08   4561630E+02  .1086E+07  .1204E+07   .9999753  .0041092  .0057087
T  595  8 .6101613E+08   4561630E+02  .1114E+07  .4132E+06   .9999798  .0039166  .0050104
T  596  8 .6077523E+08   4561630E+02 -.8851E+06  .1775E+07   .9999855 -.0015581  .0051502
T  597  8 .6095649E+08   4561630E+02  .1019E+07  .1640E+07   .9999914  .0011006  .0039927
T  598  8 .6093729E+08   4561630E+02 -.1207E+07 -.2991E+07   .9999745 -.0046031 -.0054681
T  599  8 .6073122E+08   4561630E+02  .1090E+07 -.2265E+06   .9999993 -.0010925 -.0004014
T  600  8 .6090455E+08   4561630E+02 -.9963E+06  .1432E+07   .9999964 -.0008129  .0025489
T  601  8 .6087835E+08   4561630E+02  .5995E+07 -.5332E+07   .9998227  .0123604 -.0142025
T  602  8 .6092183E+08   4561631E+02 -.1162E+07  .2718E+07   .9999588 -.0044279  .0079223
T  603  8 .6071089E+08   4561631E+02  .5901E+06  .4117E+06   .9999933  .0035889 -.0006985
T  604  8 .6083526E+08   4561631E+02  .7661E+06  .7326E+06   .9999842  .0032741  .0045751
T  605  8 .6077986E+08   4561630E+02  .3169E+07 -.5521E+06   .9999509  .0095920 -.0024775
T  606  8 .6068030E+08   4561630E+02  .1542E+08  .1236E+08   .9988828  .0358739  .0307602
T  607  8 .6065433E+08   4561631E+02  .7131E+06 -.9362E+06   .9999943  .0009311 -.0032582
T  608  8 .6090995E+08   4561630E+02  .9053E+06  .5318E+06   .9999893  .0040254 -.0022928
T  609  8 .6100251E+08   4561630E+02  .4134E+06  .3103E+06   .9999979  .0012320  .0016076
T  610  8 .6090831E+08   4561630E+02  .1802E+06  .3977E+05   .9999985  .0002115  .0017416
T  611  8 .6097861E+08   4561630E+02 -.1333E+07  .9039E+06   .9999976 -.0019694  .0009526
T  612  8 .6104707E+08   4561630E+02  .5366E+06  .2211E+05   .9999978  .0017803  .0010827
T  613  8 .6057905E+08   4561630E+02  .1159E+07 -.9493E+06   .9999791  .0054317 -.0034950
T  614  8 .6073321E+08   4561630E+02 -.8415E+06  .1450E+07   .9999070 -.0069181  .0117495
T  615  8 .6086116E+08   4561630E+02 -.2608E+07  .6587E+06   .9999559 -.0090172  .0026114
T  616  8 .6095644E+08   4561630E+02 -.9354E+06  .1409E+07   .9999971 -.0005243  .0023439
T  617  8 .6092678E+08   4561631E+02 -.1434E+07 -.1353E+07   .9999940 -.0023599 -.0025468
T  618  8 .6063958E+08   4561630E+02 -.1593E+07  .1014E+07   .9999982 -.0017441  .0006987
T  619  8 .6090174E+08   4561631E+02  .1586E+07  .5280E+06   .9999891  .0027679  .0037675
T  620  8 .6087237E+08   4561631E+02  .8538E+06  .3510E+05   .9999994  .0005516 -.0009858
T  621  8 .6079552E+08   4561630E+02  .4086E+06 -.2117E+06   .9999957 -.0001068 -.0029215
T  622  8 .6075590E+08   4561631E+02 -.1013E+07  .6648E+06   .9999896 -.0039498 -.0022926
T  623  8 .6087885E+08   4561630E+02  .1491E+07  .3095E+07   .9999783 -.0000854  .0065853
T  624  8 .6069945E+08   4561631E+02  .1194E+07  .6935E+06   .9999967  .0021295  .0014094
T  625  8 .6091925E+08   4561631E+02  .6050E+06 -.1729E+07   .9999704  .0023380 -.0073310
T  626  8 .6083158E+08   4561630E+02 -.5279E+06 -.8675E+06   .9999998 -.0001564  .0005306
T  627  8 .6060325E+08   4561631E+02 -.1374E+07  .2681E+06   .9999981 -.0019323 -.0003307
T  628  8 .6081414E+08   4561630E+02 -.1596E+07  .3824E+06   .9999908 -.0041404  .0011567
T  629  8 .6091217E+08   4561631E+02 -.5253E+06 -.3705E+07   .9999417 -.0028600 -.0104168
T  630  8 .6083484E+08   4561630E+02  .9778E+06 -.1762E+07   .9999885  .0012394 -.0046263
T  631  8 .6068479E+08   4561630E+02  .1298E+06 -.2920E+07   .9999558 -.0004274 -.0093879
T  632  8 .6091512E+08   4561631E+02  .2484E+07 -.2153E+07   .9999738  .0046169 -.0055698
T  633  8 .6093298E+08   4561630E+02 -.3473E+07 -.2677E+05   .9999618 -.0085859 -.0016539
T  634  8 .6079179E+08   4561630E+02  .5328E+06 -.1945E+07   .9999915  .0022238 -.0034665
T  635  8 .6087632E+08   4561631E+02  .2008E+07 -.1819E+07   .9999942  .0019182 -.0028114
T  636  8 .6094686E+08   4561630E+02 -.1145E+07  .1448E+06   .9999975 -.0020252  .0009690
T  637  8 .6100606E+08   4561630E+02 -.1653E+07 -.7274E+06   .9999700 -.0050214 -.0058908
T  638  8 .6085035E+08   4561631E+02  .2178E+06 -.1587E+07   .9999936  .0012527 -.0033620
T  639  8 .6079203E+08   4561631E+02  .3041E+07  .1246E+07   .9999523  .0086269  .0045862
T  640  8 .6070137E+08   4561630E+02 -.2303E+07 -.8920E+06   .9999695 -.0057043 -.0053439
T  641  8 .6067236E+08   4561630E+02  .1850E+07 -.2181E+07   .9999710  .0058167 -.0049188
T  642  8 .6071542E+08   4561631E+02 -.7662E+06  .1749E+07   .9999759 -.0054254  .0043376
T  643  8 .6085354E+08   4561631E+02  .1433E+07 -.4583E+06   .9999952  .0020001  .0023794
T  644  8 .6095032E+08   4561630E+02  .1921E+06  .9374E+04   .9999951  .0030856 -.0004294
T  645  8 .6077528E+08   4561631E+02  .9843E+06  .3548E+06   .9999687  .0079097 -.0001064
T  646  8 .6080567E+08   4561631E+02  .2746E+06  .1670E+07   .9999858 -.0021051  .0048941
T  647  8 .6104368E+08   4561630E+02  .3032E+07 -.1215E+07   .9999590  .0087432 -.0023676
T  648  8 .6071882E+08   4561630E+02 -.2350E+07  .7628E+06   .9999733 -.0062064  .0038590
T  649  8 .6082939E+08   4561630E+02 -.6257E+06  .6862E+06   .9999998 -.0006339 -.0000851
T  650  8 .6084005E+08   4561631E+02 -.1350E+07  .1907E+07   .9999763 -.0050834  .0046328
T  651  8 .6092211E+08   4561630E+02  .1357E+06  .1308E+07   .9999967 -.0015370  .0020679
T  652  8 .6091812E+08   4561631E+02  .3710E+06  .2964E+06   .9999955 -.0029428 -.0005881
T  653  8 .6072814E+08   4561631E+02 -.2878E+07  .1920E+07   .9999802 -.0049754  .0038461
T  654  8 .6078827E+08   4561631E+02 -.1579E+07 -.5611E+06   .9999949 -.0005554 -.0031310
T  655  8 .6095951E+08   4561631E+02 -.1554E+07  .5118E+06   .9999834 -.0057462 -.0004315
T  656  8 .6089469E+08   4561630E+02  .1481E+07 -.2441E+07   .9999528  .0057662 -.0078173
T  657  8 .6071523E+08   4561631E+02  .1312E+07  .4836E+06   .9999941  .0034336  .0001256
T  658  8 .6090886E+08   4561630E+02  .6914E+05 -.6732E+06   .9999969  .0002479 -.0024711
T  659  8 .6093334E+08   4561630E+02 -.2252E+07 -.2082E+06   .9999826 -.0058925  .0000146
T  660  8 .6088929E+08   4561630E+02  .2646E+05  .5308E+06   .9999992 -.0011521  .0005673
T  661  8 .6085108E+08   4561630E+02 -.6778E+06 -.1998E+07   .9999743  .0000142 -.0071760
T  662  8 .6071236E+08   4561630E+02 -.7332E+05 -.6649E+06   .9999982 -.0009956 -.0015917
T  663  8 .6065883E+08   4561631E+02  .1113E+07 -.2227E+07   .9999873 -.0000694 -.0050316
T  664  8 .6080841E+08   4561631E+02 -.1353E+07  .2891E+06   .9999909 -.0042712 -.0002005
T  665  8 .6084014E+08   4561630E+02  .2532E+06 -.9548E+06   .9999851  .0004813 -.0054397
T  666  8 .6089450E+08   4561630E+02 -.1765E+07  .7240E+06   .9999806 -.0060511  .0014792
T  667  8 .6063300E+08   4561630E+02  .2475E+07  .2935E+07   .9999408  .0047809  .0097729
T  668  8 .6096595E+08   4561630E+02  .2510E+07 -.1745E+07   .9999548  .0077421 -.0055199
T  669  8 .6090956E+08   4561631E+02 -.8864E+06  .9888E+06   .9999991 -.0011850 -.0005591
T  670  8 .6078555E+08   4561630E+02 -.1440E+07  .1139E+07   .9999772 -.0042519  .0052509
T  671  8 .6092723E+08   4561630E+02  .1506E+07  .9911E+06   .9999945  .0009545  .0031700
T  672  8 .6088762E+08   4561630E+02  .2579E+07  .9940E+06   .9999571  .0089485 -.0024017
T  673  8 .6056607E+08   4561630E+02  .4369E+06  .3406E+06   .9999801 -.0032278  .0054154
T  674  8 .6055425E+08   4561630E+02  .2768E+06  .4750E+07   .9999653 -.0004858  .0083120
T  675  8 .6093060E+08   4561630E+02 -.3254E+07  .3483E+07   .9999394 -.0050678  .0097682
T  676  8 .6089618E+08   4561630E+02 -.2103E+06  .1288E+07   .9999943  .0033238  .0006449
T  677  8 .6091300E+08   4561631E+02 -.5233E+06 -.3922E+06   .9999956 -.0008113 -.0028700
T  678  8 .6091080E+08   4561630E+02  .1750E+07 -.7596E+06   .9999953  .0027827 -.0013160
T  679  8 .6101643E+08   4561631E+02 -.7104E+06  .2160E+06   .9999928 -.0026998  .0026616
T  680  8 .6066170E+08   4561631E+02  .1999E+07  .6602E+06   .9999932  .0036654  .0003470
T  681  8 .6084557E+08   4561630E+02  .7998E+06 -.7658E+06   .9999872  .0047721 -.0016811
T  682  8 .6096672E+08   4561630E+02  .2463E+07 -.3486E+06   .9997639  .0086155 -.0199471
T  683  8 .6098867E+08   4561631E+02  .2344E+07 -.1364E+06   .9999902  .0044161 -.0004085
T  684  8 .6080677E+08   4561630E+02 -.1002E+06  .1039E+07   .9999650 -.0018857  .0081548
T  685  8 .6105311E+08   4561630E+02  .2042E+06  .1005E+07   .9999698  .0009742  .0077152
T  686  8 .6100763E+08   4561631E+02  .3589E+06  .3205E+06   .9999971  .0023936 -.0001755
T  687  8 .6112669E+08   4561631E+02 -.1412E+07  .1245E+07   .9999872 -.0037911  .0033373
T  688  8 .6077202E+08   4561630E+02 -.1408E+07  .1074E+06   .9999963 -.0027109 -.0000803
T  689  8 .6077892E+08   4561631E+02  .7632E+06 -.6893E+06   .9999947  .0024162 -.0022025
T  690  8 .6091240E+08   4561630E+02 -.1637E+07  .5591E+06   .9999843 -.0055932  .0004468
T  691  8 .6109570E+08   4561630E+02  .5525E+06 -.3614E+07   .9999462  .0003373 -.0103632
T  692  8 .6095033E+08   4561630E+02 -.1233E+07 -.3395E+07   .9999914 -.0012132 -.0039722
T  693  8 .6093195E+08   4561631E+02  .9413E+06 -.8823E+06   .9999880  .0029739 -.0038807
T  694  8 .6087752E+08   4561630E+02 -.2683E+06  .3821E+06   .9999998 -.0005865 -.0003356
T  695  8 .6091130E+08   4561630E+02  .2571E+07  .1012E+07   .9999724  .0055947  .0048863
T  696  8 .6085936E+08   4561630E+02 -.1694E+07  .7389E+06   .9999995  .0009219  .0003657
T  697  8 .6096437E+08   4561630E+02 -.1126E+07 -.4323E+07   .9999440 -.0023675 -.0103154
T  698  8 .6075317E+08   4561631E+02  .4353E+06 -.3208E+06   .9999963  .0015189  .0022409
T  699  8 .6098656E+08   4561631E+02  .1237E+07  .4665E+07   .9999382  .0016046  .0110046
T  700  8 .6117021E+08   4561631E+02 -.8413E+06  .5504E+06   .9999810 -.0051173  .0034485
T  701  8 .6117488E+08   4561630E+02  .4389E+06  .2020E+07   .9999812  .0005512  .0061122
T  702  8 .6067428E+08   4561631E+02  .1311E+07 -.2041E+07   .9999875  .0046924 -.0017023
T  703  8 .6095963E+08   4561631E+02 -.1153E+08 -.1409E+08   .9992184 -.0246753 -.0308809
T  704  8 .6094390E+08   4561631E+02 -.1987E+07  .9924E+06   .9999857 -.0046708  .0025969
T  705  8 .6077048E+08   4561631E+02 -.2831E+07 -.4325E+06   .9999760 -.0065905 -.0021146
T  706  8 .6091517E+08   4561630E+02 -.1404E+07  .1438E+07   .9999833 -.0033025  .0047379
T  707  8 .6066496E+08   4561631E+02 -.9538E+05  .8281E+05   .9999938 -.0029328 -.0019470
T  708  8 .6095640E+08   4561630E+02 -.8150E+06  .4483E+07   .9999454 -.0015374  .0103402
T  709  8 .6087518E+08   4561631E+02  .1416E+06 -.5100E+06   .9999970  .0024580 -.0000713
T  710  8 .6078864E+08   4561631E+02 -.2637E+07 -.2968E+07   .9999605 -.0070116 -.0054618
T  711  8 .6092387E+08   4561630E+02  .5910E+06  .1414E+07   .9999854  .0047813  .0025072
T  712  8 .6080181E+08   4561630E+02  .8811E+06 -.8367E+06   .9999954  .0014218 -.0026813
T  713  8 .6096256E+08   4561631E+02  .2820E+06  .2129E+07   .9999926 -.0014099  .0035740
T  714  8 .6086990E+08   4561631E+02  .7519E+07 -.3366E+07   .9998622  .0159830 -.0044755
T  715  8 .6088805E+08   4561631E+02  .5168E+06  .8316E+06   .9999868  .0050307  .0009962
T  716  8 .6094297E+08   4561630E+02 -.9856E+06 -.2526E+06   .9999919 -.0040108 -.0002178
T  717  8 .6081919E+08   4561631E+02 -.3950E+06 -.5921E+06   .9999947  .0016847 -.0027760
T  718  8 .6089344E+08   4561630E+02 -.7623E+06  .3110E+07   .9999184 -.0020453  .0126106
T  719  8 .6057484E+08   4561631E+02  .5430E+06 -.2892E+07   .9999411  .0012547 -.0107817
T  720  8 .6081820E+08   4561630E+02  .1378E+07 -.4720E+07   .9998837  .0036032 -.0148172
T  721  8 .6083949E+08   4561630E+02 -.2047E+07 -.1681E+06   .9999900 -.0040698 -.0018717
T  722  8 .6095270E+08   4561631E+02  .3084E+07 -.7859E+06   .9999702  .0076448 -.0010967
T  723  8 .6094285E+08   4561630E+02  .1900E+07  .2964E+06   .9999874  .0045250  .0021925
T  724  8 .6080462E+08   4561630E+02 -.1486E+07 -.1007E+07   .9999955 -.0004851 -.0029687
T  725  8 .6101994E+08   4561630E+02 -.2364E+05 -.2293E+07   .9999579 -.0004374 -.0091611
T  726  8 .6084499E+08   4561631E+02 -.1780E+07  .1582E+06   .9999731 -.0071598 -.0016120
T  727  8 .6072678E+08   4561630E+02 -.8627E+06 -.1507E+07   .9999698 -.0054764 -.0055089
T  728  8 .6096407E+08   4561631E+02  .1158E+07  .1366E+06   .9999935  .0031262  .0018021
T  729  8 .6049914E+08   4561631E+02 -.1706E+07  .4738E+07   .9996138 -.0174799  .0216012
T  730  8 .6098014E+08   4561631E+02 -.4049E+06  .1599E+07   .9999873 -.0013308  .0048682
T  731  8 .6088487E+08   4561630E+02 -.3907E+06 -.1129E+07   .9999767  .0032148 -.0060180
T  732  8 .6085806E+08   4561630E+02 -.8221E+06 -.6008E+06   .9999644 -.0082797 -.0016513
T  733  8 .6073632E+08   4561631E+02  .2593E+07 -.5301E+06   .9999857  .0053350  .0003389
T  734  8 .6067032E+08   4561630E+02  .8571E+06  .3617E+06   .9999850  .0052726  .0014956
T  735  8 .6079852E+08   4561631E+02  .2172E+07 -.3238E+07   .9999278  .0085535 -.0084388
T  736  8 .6087875E+08   4561631E+02 -.1281E+07  .2096E+07   .9999639 -.0054344  .0065384
T  737  8 .6083724E+08   4561631E+02 -.1423E+07 -.1564E+07   .9999925 -.0037334 -.0010539
T  738  8 .6095364E+08   4561630E+02 -.5213E+06  .1630E+07   .9999914  .0011287  .0039969
T  739  8 .6071907E+08   4561630E+02  .8591E+06 -.5202E+06   .9999860  .0041261 -.0033220
T  740  8 .6069763E+08   4561630E+02 -.4572E+06  .3447E+06   .9999844 -.0053831  .0014741
T  741  8 .6073050E+08   4561630E+02 -.1718E+06  .1079E+06   .9999971  .0018821 -.0015207
T  742  8 .6071582E+08   4561630E+02  .6106E+06  .7379E+06   .9999962  .0026734  .0006763
T  743  8 .6078117E+08   4561630E+02 -.2523E+06  .2564E+07   .9999771 -.0016080  .0065766
T  744  8 .6083866E+08   4561630E+02  .1093E+07 -.7189E+06   .9999935  .0008269 -.0034984
T  745  8 .6084376E+08   4561631E+02  .2419E+07 -.5968E+06   .9999758  .0066295 -.0020870
T  746  8 .6072664E+08   4561630E+02 -.1801E+07  .4859E+06   .9999852 -.0054087 -.0005681
T  747  8 .6099408E+08   4561630E+02  .4570E+06 -.5182E+06   .9999821  .0014063 -.0058165
T  748  8 .6078665E+08   4561630E+02 -.3765E+06 -.1313E+07   .9999820 -.0020385 -.0056486
T  749  8 .6054578E+08   4561630E+02  .3243E+06 -.8491E+06   .9999848 -.0009494 -.0054323
T  750  8 .6077997E+08   4561630E+02 -.4084E+06  .1743E+07   .9999927 -.0017088  .0034191
T  751  8 .6075086E+08   4561630E+02 -.3373E+06  .1469E+07   .9999987 -.0010418  .0011904
T  752  8 .6089531E+08   4561631E+02 -.1686E+07 -.1537E+07   .9999900 -.0044647 -.0000560
T  753  8 .6101887E+08   4561631E+02 -.2370E+07  .6911E+06   .9999827 -.0052983  .0025578
T  754  8 .6076497E+08   4561631E+02 -.4503E+07  .7822E+07   .9997919 -.0108112  .0172988
T  755  8 .6075737E+08   4561630E+02 -.1465E+07 -.1706E+07   .9999829 -.0026561 -.0052123
T  756  8 .6099729E+08   4561630E+02  .9721E+05  .2026E+06   .9999997 -.0000805 -.0008000
T  757  8 .6084215E+08   4561630E+02 -.3314E+06 -.6701E+06   .9999984 -.0002804 -.0017411
T  758  8 .6067501E+08   4561630E+02 -.9731E+06 -.4877E+06   .9999923 -.0036929  .0013017
T  759  8 .6103593E+08   4561630E+02 -.1882E+07 -.1044E+07   .9999517 -.0082757 -.0052945
T  760  8 .6099024E+08   4561630E+02  .1177E+07  .7783E+06   .9999859  .0034732  .0040175
T  761  8 .6095438E+08   4561631E+02  .9683E+05 -.9602E+06   .9999942 -.0007012 -.0033421
T  762  8 .6073215E+08   4561630E+02 -.1381E+07  .2486E+07   .9999763 -.0038641  .0056960
T  763  8 .6089256E+08   4561631E+02  .1262E+06 -.6873E+06   .9999937  .0035519  .0002425
T  764  8 .6074946E+08   4561631E+02 -.3893E+06  .1867E+07   .9999761 -.0016876  .0067048
T  765  8 .6067445E+08   4561631E+02  .3516E+07 -.1392E+07   .9999813  .0040797 -.0045520
T  766  8 .6089318E+08   4561631E+02 -.4224E+07 -.3635E+06   .9999686 -.0075018  .0025605
T  767  8 .6075858E+08   4561630E+02 -.6740E+06 -.4682E+06   .9999933 -.0017623 -.0032034
T  768  8 .6068684E+08   4561630E+02 -.1224E+07 -.9856E+05   .9999821 -.0054804 -.0023832
T  769  8 .6056562E+08   4561631E+02 -.7996E+06  .7476E+06   .9999871 -.0046154  .0021296
T  770  8 .6094893E+08   4561630E+02 -.1998E+07  .2246E+07   .9999434 -.0072078  .0078300
T  771  8 .6077137E+08   4561630E+02 -.9973E+06 -.1483E+06   .9999959 -.0028416 -.0002572
T  772  8 .6081317E+08   4561630E+02  .1991E+07  .1770E+06   .9999763  .0066917  .0016471
T  773  8 .6077993E+08   4561631E+02 -.2018E+07  .3001E+06   .9999819 -.0059530  .0008344
T  774  8 .6110149E+08   4561630E+02  .1604E+07 -.5121E+06   .9999898  .0042023 -.0016667
T  775  8 .6057281E+08   4561631E+02 -.6529E+06 -.2221E+07   .9999652 -.0012630 -.0082438
T  776  8 .6099419E+08   4561630E+02 -.4668E+06  .1061E+06   .9999957 -.0013045  .0026332
T  777  8 .6083247E+08   4561631E+02  .1133E+06 -.1967E+07   .9999821 -.0015278 -.0057850
T  778  8 .6010573E+08   4561631E+02  .2135E+08  .2591E+08   .9972976  .0498698  .0539496
T  779  8 .6094668E+08   4561630E+02  .1226E+07  .5551E+06   .9999805  .0024060  .0057662
T  780  8 .6095318E+08   4561631E+02  .1180E+07  .8788E+06   .9999842  .0055880  .0006377
T  781  8 .6074077E+08   4561631E+02 -.4223E+06 -.1559E+06   .9999993 -.0001897  .0011743
T  782  8 .6082314E+08   4561631E+02  .5702E+06  .9815E+06   .9999841 -.0000363  .0056333
T  783  8 .6076691E+08   4561631E+02 -.1626E+07  .1252E+07   .9999739 -.0049328  .0052778
T  784  8 .6072385E+08   4561631E+02  .1346E+07  .3105E+06   .9999892  .0039108  .0025071
