============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  768  9 .6131939E+08   3601150E+02 -.3857E+06 -.4749E+06   .9999988 -.0001903 -.0015292
T  769  9 .6125607E+08   3601150E+02  .1125E+07  .2378E+07   .9999565  .0034602  .0086583
T  770  9 .6109115E+08   3601150E+02 -.9461E+06 -.8300E+06   .9999946  .0000662 -.0032911
T  771  9 .6151729E+08   3601150E+02  .1529E+07 -.3512E+06   .9999880  .0041569 -.0025731
T  772  9 .6110758E+08   3601150E+02 -.1494E+06  .4442E+06   .9999874  .0040648  .0029317
T  773  9 .6138309E+08   3601150E+02  .2249E+06 -.1120E+07   .9999873  .0021371 -.0045706
T  774  9 .6134367E+08   3601150E+02 -.2124E+06 -.1698E+07   .9999889 -.0023968 -.0040609
T  775  9 .6133343E+08   3601150E+02 -.1766E+06 -.4105E+06   .9999967 -.0004488 -.0025113
T  776  9 .6127808E+08   3601150E+02  .8933E+06  .6588E+05   .9999958  .0028235 -.0005789
T  777  9 .6131216E+08   3601150E+02  .1155E+07 -.3031E+07   .9999517  .0043851 -.0087917
T  778  9 .6132574E+08   3601150E+02 -.2608E+07 -.9578E+06   .9999878 -.0049260  .0002851
T  779  9 .6141181E+08   3601150E+02 -.2582E+07 -.3361E+06   .9999549 -.0094299 -.0011296
T  780  9 .6120575E+08   3601150E+02  .9090E+06  .3753E+06   .9999970  .0020993  .0012868
T  781  9 .6127157E+08   3601150E+02 -.1913E+07  .6666E+06   .9999796 -.0063871 -.0002724
T  782  9 .6118660E+08   3601150E+02  .4225E+06  .9103E+05   .9999993  .0011391  .0002981
T  783  9 .6108193E+08   3601150E+02 -.1353E+07 -.1926E+07   .9999853 -.0021299 -.0049960
T  784  9 .6123388E+08   3601150E+02  .1358E+06 -.7684E+06   .9999983 -.0008049 -.0016756
T  785  9 .6136669E+08   3601150E+02 -.4136E+06  .1441E+07   .9999914 -.0007071  .0040876
T  786  9 .6147121E+08   3601150E+02 -.7302E+06 -.1668E+07   .9999708 -.0055432 -.0052547
T  787  9 .6115611E+08   3601150E+02  .2172E+07 -.3460E+07   .9999234  .0077012 -.0096868
T  788  9 .6141018E+08   3601150E+02  .1043E+07  .1394E+07   .9999723  .0054359  .0050811
T  789  9 .6144830E+08   3601150E+02 -.1053E+07  .5396E+06   .9999680 -.0068394  .0041587
T  790  9 .6132611E+08   3601150E+02  .1330E+07 -.4838E+06   .9999857  .0044225 -.0030207
T  791  9 .6128194E+08   3601150E+02  .3369E+06 -.6056E+06   .9999951 -.0026896 -.0015751
T  792  9 .6115236E+08   3601150E+02  .2829E+06 -.1430E+06   .9999994 -.0011012 -.0002669
T  793  9 .6136260E+08   3601150E+02  .7039E+06  .8581E+06   .9999942  .0014904  .0030787
T  794  9 .6130502E+08   3601150E+02  .2106E+07 -.2269E+07   .9999612  .0050780 -.0071914
T  795  9 .6141482E+08   3601150E+02 -.1434E+07 -.1813E+07   .9999858 -.0023112 -.0048010
T  796  9 .6094647E+08   3601150E+02  .2050E+07 -.6667E+03   .9999599  .0088130  .0015907
T  797  9 .6143367E+08   3601150E+02 -.7231E+06 -.1451E+07   .9999765 -.0031246 -.0060970
T  798  9 .6130377E+08   3601150E+02  .1375E+07 -.4670E+06   .9999840  .0056533 -.0000221
T  799  9 .6125716E+08   3601150E+02 -.2579E+07 -.1354E+07   .9999728 -.0060240 -.0042637
T  800  9 .6125529E+08   3601150E+02  .3860E+06 -.3383E+06   .9999939  .0018279 -.0029751
T  801  9 .6154016E+08   3601150E+02  .5821E+07 -.3864E+07   .9998187  .0160686 -.0102119
T  802  9 .6130621E+08   3601150E+02 -.2294E+07 -.1464E+05   .9999460 -.0097667 -.0035403
T  803  9 .6138243E+08   3601150E+02  .5300E+06  .7179E+06   .9999900  .0008825  .0043932
T  804  9 .6126053E+08   3601150E+02 -.6202E+07  .1201E+07   .9996227 -.0268693  .0057006
T  805  9 .6130043E+08   3601150E+02 -.3105E+07  .3374E+07   .9998910 -.0092103  .0115424
T  806  9 .6137727E+08   3601150E+02  .1555E+07 -.9165E+06   .9999414  .0105682  .0023458
T  807  9 .6129363E+08   3601150E+02 -.3746E+07  .1730E+07   .9999477 -.0092755  .0043197
T  808  9 .6121160E+08   3601150E+02 -.1318E+06 -.1463E+07   .9999919 -.0036785 -.0016114
T  809  9 .6115683E+08   3601150E+02  .1115E+06  .4492E+06   .9999978  .0004368  .0020512
T  810  9 .6132514E+08   3601150E+02  .1275E+07  .2348E+07   .9999353  .0036385  .0107744
T  811  9 .6126475E+08   3601150E+02 -.1115E+07  .3470E+06   .9999850  .0012833 -.0053204
T  812  9 .6112493E+08   3601150E+02  .2662E+06  .9626E+05   .9999973 -.0021138  .0009391
T  813  9 .6129835E+08   3601150E+02  .6467E+06  .9269E+06   .9999970  .0005001  .0023894
T  814  9 .6113901E+08   3601150E+02  .7109E+05 -.2150E+07   .9999779  .0010206 -.0065766
T  815  9 .6140719E+08   3601150E+02  .1631E+06 -.6439E+05   .9999989 -.0013042  .0007103
T  816  9 .6105353E+08   3601150E+02  .2391E+07 -.4664E+06   .9999931  .0024293 -.0028078
T  817  9 .6115765E+08   3601150E+02 -.1598E+07 -.1354E+07   .9999828 -.0039463 -.0043291
T  818  9 .6129500E+08   3601150E+02 -.6232E+06 -.2101E+06   .9999259  .0108982 -.0054159
T  819  9 .6137161E+08   3601150E+02  .1830E+07  .1002E+07   .9999804  .0054514  .0030652
T  820  9 .6116059E+08   3601150E+02  .7404E+06 -.3461E+07   .9999476 -.0005758 -.0102171
T  821  9 .6118075E+08   3601150E+02 -.4455E+06  .3460E+07   .9999196 -.0029602  .0123281
T  822  9 .6122097E+08   3601150E+02  .4414E+05  .2029E+07   .9999539 -.0022542  .0093314
T  823  9 .6120999E+08   3601150E+02  .1601E+07  .1179E+07   .9999903  .0022632  .0037885
T  824  9 .6107665E+08   3601150E+02  .6552E+06 -.3234E+05   .9999912  .0040347 -.0011838
T  825  9 .6107125E+08   3601150E+02 -.2930E+07 -.5346E+06   .9999544 -.0094608 -.0012922
T  826  9 .6129240E+08   3601150E+02  .2896E+07 -.3612E+06   .9999644  .0084402 -.0001239
T  827  9 .6135971E+08   3601150E+02  .8224E+06  .6268E+06   .9999970  .0021324  .0012129
T  828  9 .6129298E+08   3601150E+02  .7576E+06  .1195E+07   .9999991 -.0001149  .0013097
T  829  9 .6150887E+08   3601150E+02 -.1019E+07  .2824E+06   .9999948 -.0028913 -.0014472
T  830  9 .6127907E+08   3601150E+02 -.1034E+07 -.2676E+07   .9999705 -.0028580 -.0071328
T  831  9 .6118357E+08   3601150E+02  .8212E+06 -.1346E+07   .9999887  .0026055 -.0039811
T  832  9 .6124892E+08   3601150E+02 -.2589E+07 -.8567E+06   .9999670 -.0080817  .0007884
T  833  9 .6103817E+08   3601150E+02  .9049E+06 -.2525E+06   .9999897  .0035637  .0027968
T  834  9 .6139007E+08   3601150E+02 -.8620E+06  .7312E+06   .9999915 -.0018792  .0036797
T  835  9 .6114360E+08   3601150E+02 -.1071E+07  .3167E+07   .9999312 -.0054239  .0103972
T  836  9 .6153677E+08   3601150E+02 -.6435E+06  .1364E+07   .9999978 -.0005333  .0020312
T  837  9 .6127345E+08   3601150E+02 -.4742E+06 -.6842E+05   .9999999  .0002797  .0000157
T  838  9 .6113322E+08   3601150E+02  .3552E+06  .3727E+07   .9999356  .0006836  .0113286
T  839  9 .6111577E+08   3601150E+02 -.5994E+06  .5371E+06   .9999977 -.0017047  .0012969
T  840  9 .6150104E+08   3601150E+02 -.4645E+06 -.2838E+07   .9999597  .0009994 -.0089180
T  841  9 .6116543E+08   3601150E+02  .9158E+06  .8275E+05   .9999911  .0041284  .0008302
T  842  9 .6122655E+08   3601150E+02  .9021E+06  .1090E+07   .9999897  .0025467  .0037446
T  843  9 .6143998E+08   3601150E+02 -.1642E+07 -.3787E+06   .9999755 -.0069780  .0004754
T  844  9 .6152225E+08   3601150E+02 -.2814E+06  .5965E+06   .9999955  .0028757  .0008865
T  845  9 .6125826E+08   3601150E+02  .2978E+07  .1814E+07   .9999115  .0105769  .0080734
T  846  9 .6116819E+08   3601150E+02  .5349E+06  .6675E+05   .9999990  .0005133 -.0012806
T  847  9 .6124495E+08   3601150E+02  .2239E+06 -.2679E+06   .9999980  .0014257 -.0013774
T  848  9 .6117039E+08   3601150E+02  .2103E+06  .1067E+07   .9999927  .0015045  .0035205
T  849  9 .6127428E+08   3601150E+02  .9137E+06  .7277E+05   .9999926  .0037518 -.0008936
T  850  9 .6126896E+08   3601150E+02 -.1780E+07 -.4566E+06   .9999915 -.0036189  .0019892
T  851  9 .6129696E+08   3601150E+02 -.2017E+07 -.3338E+07   .9999319 -.0072355 -.0091582
T  852  9 .6134190E+08   3601150E+02  .6001E+06 -.1133E+07   .9999855  .0024122 -.0048193
T  853  9 .6106933E+08   3601150E+02  .1386E+07  .1949E+07   .9999666  .0062596  .0052502
T  854  9 .6137421E+08   3601150E+02  .1904E+07 -.8089E+06   .9999716  .0061283 -.0043856
T  855  9 .6135882E+08   3601150E+02 -.1105E+07  .6197E+06   .9999919 -.0038466  .0012011
T  856  9 .6117001E+08   3601150E+02 -.1198E+06 -.1477E+07   .9999937 -.0018442 -.0030410
T  857  9 .6126852E+08   3601150E+02 -.6745E+06 -.7989E+06   .9999881 -.0036236 -.0032649
T  858  9 .6122356E+08   3601150E+02  .6392E+06 -.3221E+07   .9999226  .0044496 -.0116184
T  859  9 .6119851E+08   3601150E+02 -.3037E+07  .3984E+07   .9998929 -.0091768  .0114029
T  860  9 .6163122E+08   3601150E+02  .1207E+06  .1011E+07   .9999896 -.0009062  .0044733
T  861  9 .6147404E+08   3601150E+02 -.1290E+07  .6674E+06   .9999976 -.0019241  .0010708
T  862  9 .6138941E+08   3601150E+02 -.8330E+06  .1355E+05   .9999980 -.0018575 -.0007250
T  863  9 .6122080E+08   3601150E+02  .1459E+05 -.1463E+07   .9999820 -.0020341 -.0056480
T  864  9 .6157881E+08   3601150E+02  .4548E+05  .2032E+07   .9999758 -.0023889  .0065331
T  865  9 .6135093E+08   3601150E+02  .7092E+06 -.1541E+07   .9999990  .0007294 -.0012119
T  866  9 .6137623E+08   3601150E+02 -.2563E+07  .3446E+06   .9999659 -.0082468 -.0003049
T  867  9 .6097386E+08   3601150E+02  .1153E+08 -.4053E+07   .9992857  .0362490 -.0106820
T  868  9 .6130413E+08   3601150E+02 -.2192E+06 -.3540E+06   .9999982 -.0003309 -.0018449
T  869  9 .6105191E+08   3601150E+02  .3431E+06  .1608E+07   .9999974 -.0005903  .0022174
T  870  9 .6120695E+08   3601150E+02 -.1000E+07  .2830E+06   .9999702  .0008362  .0076773
T  871  9 .6127267E+08   3601150E+02  .1551E+07  .1117E+07   .9999850  .0048557  .0025533
T  872  9 .6133495E+08   3601150E+02  .2770E+06  .2383E+07   .9999541  .0020853  .0093560
T  873  9 .6126152E+08   3601150E+02 -.7047E+06  .7372E+06   .9999957 -.0027767  .0009775
T  874  9 .6121584E+08   3601150E+02  .5993E+06 -.9396E+06   .9999850  .0048552 -.0025477
T  875  9 .6124485E+08   3601150E+02 -.2740E+07  .3431E+06   .9999840 -.0056644 -.0001162
T  876  9 .6130290E+08   3601150E+02  .1658E+07  .1193E+07   .9999807  .0046528  .0041205
T  877  9 .6126361E+08   3601150E+02 -.1417E+07 -.6820E+06   .9999828 -.0058537 -.0002082
T  878  9 .6143191E+08   3601150E+02 -.1048E+07  .5664E+06   .9999999  .0001745  .0003442
T  879  9 .6124095E+08   3601150E+02 -.1141E+07  .1783E+07   .9999812 -.0040871  .0045640
T  880  9 .6130843E+08   3601150E+02  .7908E+05 -.9066E+06   .9999873  .0045654 -.0021226
T  881  9 .6134102E+08   3601150E+02  .1598E+07  .9699E+06   .9999734  .0065343  .0032379
T  882  9 .6144662E+08   3601150E+02  .5119E+06  .9616E+06   .9999938  .0025857  .0023920
T  883  9 .6118384E+08   3601150E+02  .1122E+07 -.1762E+07   .9999628  .0078091 -.0036685
T  884  9 .6110204E+08   3601150E+02 -.7382E+06  .3359E+06   .9999784 -.0041252  .0051265
T  885  9 .6129505E+08   3601150E+02  .8694E+06  .4422E+06   .9999992 -.0010658  .0006438
T  886  9 .6132170E+08   3601150E+02  .3035E+05  .1950E+07   .9999889 -.0014161  .0044997
T  887  9 .5775608E+08   3601150E+02 -.4953E+08 -.4045E+08   .9701398 -.1869994 -.1544666
T  888  9 .6132837E+08   3601150E+02  .1939E+07 -.2373E+06   .9999450  .0099560 -.0032874
T  889  9 .6142627E+08   3601150E+02 -.1072E+07  .1802E+07   .9999702 -.0007774  .0076859
T  890  9 .6135573E+08   3601150E+02  .2447E+05  .5790E+06   .9999992 -.0000463  .0012524
T  891  9 .6148417E+08   3601150E+02  .1184E+07  .1288E+07   .9999894  .0012567  .0044194
T  892  9 .6131403E+08   3601150E+02  .9858E+06  .5815E+06   .9999906  .0025467  .0034975
T  893  9 .6113433E+08   3601150E+02 -.1489E+06 -.1519E+06   .9999986 -.0015492  .0006306
T  894  9 .6119668E+08   3601150E+02 -.2038E+06  .1644E+07   .9999766  .0013544  .0067065
T  895  9 .6122020E+08   3601150E+02  .8312E+06 -.1734E+06   .9999991  .0012158 -.0006094
T  896  9 .6134383E+08   3601150E+02 -.2538E+06 -.1364E+07   .9999911 -.0032284 -.0027187
T  897  9 .6109867E+08   3601150E+02 -.1005E+07  .1006E+07   .9999813 -.0050237  .0034853
T  898  9 .6132573E+08   3601150E+02 -.1876E+06  .2782E+03   .9999978 -.0020832 -.0002970
T  899  9 .6113815E+08   3601150E+02  .5032E+06 -.3486E+06   .9999979  .0019784 -.0004866
T  900  9 .6142748E+08   3601150E+02  .2334E+07 -.8764E+06   .9999650  .0078965 -.0027514
T  901  9 .6140328E+08   3601150E+02 -.4892E+06 -.2512E+07   .9999612 -.0042131 -.0077387
T  902  9 .6118597E+08   3601150E+02  .1944E+07 -.2839E+07   .9999368  .0061026 -.0094386
T  903  9 .6119619E+08   3601150E+02 -.6595E+06  .1285E+07   .9999962 -.0005208  .0026907
T  904  9 .6117029E+08   3601150E+02 -.2375E+07 -.1566E+07   .9999667 -.0055707 -.0059719
T  905  9 .6128891E+08   3601150E+02  .5836E+06  .3513E+06   .9999988  .0009641  .0012425
T  906  9 .6139512E+08   3601150E+02  .6061E+06  .1654E+06   .9999984  .0017604  .0004028
T  907  9 .6136331E+08   3601150E+02  .1424E+07 -.2592E+06   .9999912  .0041562  .0006134
T  908  9 .6138683E+08   3601150E+02 -.5833E+06  .1178E+07   .9999958 -.0003001  .0028893
T  909  9 .6124592E+08   3601150E+02  .2266E+07 -.4784E+06   .9999467  .0100431 -.0023819
T  910  9 .6115209E+08   3601150E+02  .1650E+07 -.3815E+07   .9999057  .0076208 -.0114223
T  911  9 .6124263E+08   3601150E+02 -.2724E+07 -.2730E+06   .9999504 -.0099633 -.0000694
T  912  9 .6135938E+08   3601150E+02  .4761E+06 -.6843E+06   .9999970  .0002651 -.0024187
T  913  9 .6138677E+08   3601150E+02 -.1176E+07  .2129E+07   .9999778 -.0048353  .0045846
T  914  9 .6146899E+08   3601150E+02  .2218E+07 -.5860E+06   .9999644  .0082791 -.0016022
T  915  9 .6117729E+08   3601150E+02 -.5428E+06 -.2635E+07   .9999345 -.0033737 -.0109355
T  916  9 .6132460E+08   3601150E+02 -.1657E+07 -.1229E+07   .9999826 -.0051174 -.0029433
T  917  9 .6126951E+08   3601150E+02  .5338E+06  .1787E+07   .9999915 -.0000470  .0041136
T  918  9 .6132283E+08   3601150E+02  .9534E+06  .1005E+07   .9999902  .0031779  .0030686
T  919  9 .6145018E+08   3601150E+02 -.5237E+07 -.2861E+07   .9997964 -.0175663 -.0099335
T  920  9 .6125421E+08   3601150E+02  .1457E+07 -.6616E+06   .9999932  .0025698 -.0026284
T  921  9 .6108207E+08   3601150E+02 -.9001E+06  .9985E+06   .9999980 -.0019160  .0006329
T  922  9 .6136548E+08   3601150E+02  .1581E+07 -.9285E+06   .9999646  .0074185 -.0039758
T  923  9 .6115558E+08   3601150E+02  .2203E+06  .1486E+07   .9999808  .0003016  .0061864
T  924  9 .6152092E+08   3601150E+02 -.3127E+07  .2804E+07   .9999201 -.0074060  .0102472
T  925  9 .6112147E+08   3601150E+02 -.7394E+06  .1440E+06   .9999982 -.0018448  .0004853
T  926  9 .6131503E+08   3601150E+02  .3106E+06  .1798E+06   .9999987 -.0015746  .0003402
T  927  9 .6117932E+08   3601150E+02  .5188E+06 -.1389E+07   .9999840  .0007264 -.0056023
T  928  9 .6118270E+08   3601150E+02 -.4968E+06  .2840E+06   .9999998 -.0006687 -.0002083
T  929  9 .6155119E+08   3601150E+02 -.6328E+06  .4236E+06   .9999920 -.0039956  .0000262
T  930  9 .6133575E+08   3601150E+02  .1105E+07 -.9005E+06   .9999886  .0045168 -.0015417
T  931  9 .6106989E+08   3601150E+02  .1376E+07  .2015E+07   .9999637  .0062954  .0057350
T  932  9 .6121677E+08   3601150E+02  .6123E+06  .2271E+07   .9999678  .0013310  .0079089
T  933  9 .6147542E+08   3601150E+02 -.1183E+07 -.9635E+06   .9999837 -.0053155 -.0020727
T  934  9 .6124214E+08   3601150E+02 -.6065E+07 -.1841E+07   .9998286 -.0177032 -.0054144
T  935  9 .6132671E+08   3601150E+02  .3941E+06  .2982E+06   .9999989  .0014632  .0000296
T  936  9 .6135590E+08   3601150E+02  .1551E+07  .1683E+07   .9999727  .0049650  .0054787
T  937  9 .6130703E+08   3601150E+02 -.3914E+06 -.1293E+07   .9999957 -.0009287 -.0027817
T  938  9 .6124711E+08   3601150E+02  .2828E+06  .2243E+07   .9999659  .0007993  .0082177
T  939  9 .6101384E+08   3601150E+02 -.1285E+07  .1229E+06   .9999937 -.0034551  .0008084
T  940  9 .6128192E+08   3601150E+02  .7293E+06 -.4564E+06   .9999895  .0037131 -.0026889
T  941  9 .6121592E+08   3601150E+02 -.5028E+06  .1171E+06   .9999944 -.0031522 -.0011395
T  942  9 .6127273E+08   3601150E+02 -.6096E+06 -.3441E+05   .9999976 -.0020748  .0006944
T  943  9 .6133089E+08   3601150E+02 -.2191E+07 -.4971E+06   .9999857 -.0051594 -.0014381
T  944  9 .6126815E+08   3601150E+02  .4739E+06 -.1730E+07   .9999887  .0006673 -.0047053
T  945  9 .6127612E+08   3601150E+02  .4286E+06 -.1585E+07   .9999953 -.0002468 -.0030583
T  946  9 .6099563E+08   3601150E+02 -.1076E+07  .1497E+07   .9999669 -.0075775  .0029497
T  947  9 .6117436E+08   3601150E+02 -.2003E+07  .9194E+06   .9999973 -.0008725  .0021606
T  948  9 .6139473E+08   3601150E+02 -.1530E+06 -.2954E+07   .9999411  .0017401 -.0107104
T  949  9 .6150632E+08   3601150E+02  .3862E+06  .5646E+06   .9999985  .0015000  .0008495
T  950  9 .6113536E+08   3601150E+02 -.1499E+07  .4055E+06   .9999902 -.0044169  .0001532
T  951  9 .6122347E+08   3601150E+02  .1744E+07 -.1092E+07   .9999752  .0059061 -.0038443
T  952  9 .6104343E+08   3601150E+02  .4720E+07  .5480E+06   .9999226  .0123770  .0012866
T  953  9 .6122568E+08   3601150E+02 -.1777E+07 -.2604E+07   .9999139 -.0103146 -.0081163
T  954  9 .6117194E+08   3601150E+02  .1718E+06 -.2774E+06   .9999990 -.0000881  .0013906
T  955  9 .6114551E+08   3601150E+02  .1484E+05  .1286E+07   .9999666  .0060293  .0055194
T  956  9 .6124409E+08   3601150E+02  .8374E+06 -.1307E+07   .9999711  .0042152 -.0063231
T  957  9 .6138139E+08   3601150E+02  .2503E+07  .1379E+07   .9999638  .0074830  .0040406
T  958  9 .6127956E+08   3601150E+02  .2633E+06 -.1664E+07   .9999764  .0028304 -.0062583
T  959  9 .6139297E+08   3601150E+02 -.1009E+07 -.1245E+07   .9999993 -.0009336 -.0006879
T  960  9 .6147824E+08   3601150E+02 -.2578E+07 -.9642E+06   .9999856 -.0044704 -.0029647
T  961  9 .6123722E+08   3601150E+02  .5456E+06  .1052E+07   .9999945  .0011752  .0031074
T  962  9 .6137580E+08   3601150E+02 -.1609E+07 -.3387E+07   .9999361 -.0035953 -.0107159
T  963  9 .6143081E+08   3601150E+02  .5565E+06 -.9304E+06   .9999966  .0025099 -.0006437
T  964  9 .6143363E+08   3601150E+02 -.2513E+07 -.7585E+06   .9999607 -.0086818 -.0017776
T  965  9 .6138775E+08   3601150E+02 -.8530E+05  .2333E+06   .9999874 -.0048584 -.0012401
T  966  9 .6139425E+08   3601150E+02 -.1332E+07  .1329E+07   .9999801 -.0043097  .0046033
T  967  9 .6131446E+08   3601150E+02  .5119E+07 -.2957E+07   .9997566  .0203929 -.0084180
T  968  9 .6117323E+08   3601150E+02 -.1414E+07 -.9987E+06   .9999814 -.0029567 -.0053303
T  969  9 .6136240E+08   3601150E+02 -.1005E+06 -.6739E+06   .9999993 -.0002332 -.0011585
T  970  9 .6117010E+08   3601150E+02  .8057E+06  .4280E+07   .9998944  .0021317  .0143751
T  971  9 .6139060E+08   3601150E+02  .4812E+06  .6938E+06   .9999806 -.0043244  .0044821
T  972  9 .6119638E+08   3601150E+02  .3062E+06  .4198E+05   .9999957  .0019614 -.0021589
T  973  9 .6127394E+08   3601150E+02  .1789E+06 -.1069E+07   .9999994  .0009769 -.0005119
T  974  9 .6143569E+08   3601150E+02 -.1400E+07 -.2393E+06   .9999938 -.0033427 -.0010875
T  975  9 .6127698E+08   3601150E+02 -.1233E+07  .2010E+07   .9999205 -.0082082  .0095674
T  976  9 .6140745E+08   3601150E+02 -.2090E+07 -.3086E+06   .9999739 -.0068100 -.0024034
T  977  9 .6123778E+08   3601150E+02  .1008E+06  .9420E+06   .9999874 -.0011711  .0048869
T  978  9 .6130021E+08   3601150E+02  .1817E+06  .5467E+06   .9999583 -.0008069  .0090965
T  979  9 .6141714E+08   3601150E+02  .1538E+07  .2188E+07   .9991576  .0180624  .0368476
T  980  9 .6127595E+08   3601150E+02  .1180E+07 -.1101E+07   .9999954  .0001552 -.0030328
T  981  9 .6130486E+08   3601150E+02  .5607E+07  .1305E+07   .9998422  .0170090  .0051338
T  982  9 .6116220E+08   3601150E+02  .1091E+07  .7823E+07   .9997920  .0037430  .0200491
T  983  9 .6118193E+08   3601150E+02  .1067E+07 -.9966E+05   .9999999  .0003452  .0001189
T  984  9 .6111616E+08   3601150E+02 -.6170E+06  .5917E+06   .9999968 -.0022994  .0010563
T  985  9 .6124402E+08   3601150E+02  .1086E+07 -.4650E+07   .9999390  .0035871 -.0104460
T  986  9 .6129537E+08   3601150E+02  .5666E+05  .7214E+06   .9999936 -.0034239  .0010552
T  987  9 .6137609E+08   3601150E+02 -.1545E+07  .8782E+06   .9999820 -.0045189  .0039594
T  988  9 .6160282E+08   3601150E+02 -.1268E+07 -.1016E+07   .9999963 -.0025624 -.0009573
T  989  9 .6158201E+08   3601150E+02 -.7824E+06  .1554E+06   .9999992 -.0012960 -.0000488
T  990  9 .6106103E+08   3601150E+02 -.9300E+05 -.6646E+06   .9999952  .0000855 -.0030878
T  991  9 .6136244E+08   3601150E+02  .4582E+06  .1215E+07   .9999939  .0013926  .0031883
T  992  9 .6103574E+08   3601150E+02  .1442E+07  .3100E+06   .9999987 -.0006766 -.0014632
T  993  9 .6136081E+08   3601150E+02  .1002E+07 -.1372E+07   .9999868  .0019429 -.0047626
T  994  9 .6130520E+08   3601150E+02  .4979E+06  .1780E+07   .9999832  .0020013  .0054372
T  995  9 .6144620E+08   3601150E+02  .1179E+07 -.1255E+0
