============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(76.5 MeV) ==> Mylar_IC+CF4_IC+Mylar_CF( 45.6 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  482  9 .5649578E+08   4561631E+02  .3535E+06 -.2658E+07   .9999609  .0001989 -.0088360
T  483  9 .5650465E+08   4561630E+02 -.1604E+07  .2121E+05   .9999917 -.0033439 -.0023442
T  484  9 .5659877E+08   4561631E+02  .1434E+07  .1184E+05   .9999917  .0036290 -.0018550
T  485  9 .5656941E+08   4561630E+02  .4313E+06  .1711E+06   .9999942  .0028419  .0018790
T  486  9 .5651164E+08   4561630E+02  .1314E+07 -.1295E+07   .9999711  .0068578 -.0032820
T  487  9 .5667810E+08   4561631E+02  .1681E+07  .3950E+06   .9999947  .0032314 -.0004035
T  488  9 .5671432E+08   4561631E+02 -.6147E+07  .1135E+07   .9999379 -.0090440  .0065094
T  489  9 .5662741E+08   4561630E+02 -.1046E+07  .2516E+06   .9999985 -.0016238  .0005937
T  490  9 .5660504E+08   4561630E+02 -.2063E+07 -.3495E+07   .9999591 -.0054975 -.0071790
T  491  9 .5626960E+08   4561630E+02  .4113E+06 -.2100E+07   .9999822  .0031717 -.0050590
T  492  9 .5638195E+08   4561631E+02 -.7717E+07 -.1384E+07   .9998584 -.0167817 -.0012519
T  493  9 .5636569E+08   4561631E+02 -.4167E+06  .3460E+06   .9999959 -.0025851  .0012679
T  494  9 .5650291E+08   4561630E+02 -.1133E+07 -.1547E+07   .9999964 -.0026084 -.0005574
T  495  9 .5659302E+08   4561630E+02 -.1071E+07  .2199E+07   .9999705 -.0038507  .0066396
T  496  9 .5643532E+08   4561631E+02  .3437E+07  .1749E+07   .9999547  .0083199  .0046281
T  497  9 .5667756E+08   4561631E+02  .1868E+07  .2506E+06   .9999820  .0053372 -.0027434
T  498  9 .5655559E+08   4561631E+02 -.1462E+07 -.1931E+07   .9999851 -.0016037 -.0052194
T  499  9 .5647722E+08   4561630E+02  .3120E+07 -.1291E+07   .9999331  .0102487 -.0053645
T  500  9 .5661756E+08   4561631E+02 -.2781E+05 -.8854E+06   .9999977  .0011268 -.0018465
T  501  9 .5662521E+08   4561630E+02 -.1150E+07 -.1525E+07   .9999783 -.0032386 -.0057305
T  502  9 .5671106E+08   4561631E+02 -.6663E+06 -.6777E+05   .9999943 -.0029616 -.0016078
T  503  9 .5655136E+08   4561630E+02  .9865E+06 -.2613E+07   .9999631  .0040076 -.0076030
T  504  9 .5643277E+08   4561630E+02 -.2535E+06 -.1290E+07   .9999711  .0016525 -.0074144
T  505  9 .5656867E+08   4561630E+02 -.1442E+06 -.9132E+06   .9999961 -.0015082 -.0023403
T  506  9 .5647189E+08   4561630E+02  .3851E+07 -.3637E+06   .9999212  .0092887 -.0084437
T  507  9 .5654234E+08   4561631E+02 -.4658E+07  .1019E+08   .9995409 -.0190414  .0235686
T  508  9 .5656171E+08   4561631E+02 -.1012E+07 -.1308E+07   .9999993 -.0005999 -.0010506
T  509  9 .5654007E+08   4561630E+02 -.4827E+06  .2646E+06   .9999974 -.0016467 -.0015469
T  510  9 .5642602E+08   4561630E+02  .2506E+05  .2154E+06   .9999983 -.0017450 -.0005176
T  511  9 .5676294E+08   4561630E+02  .2683E+06 -.1598E+07   .9999965  .0013995 -.0022392
T  512  9 .5621235E+08   4561631E+02 -.7278E+05  .2304E+07   .9999561  .0020066  .0091479
T  513  9 .5643858E+08   4561630E+02 -.3431E+06 -.1508E+07   .9999925 -.0030220 -.0024261
T  514  9 .5643987E+08   4561631E+02 -.1285E+07 -.6799E+06   .9999978 -.0020754  .0003936
T  515  9 .5648461E+08   4561630E+02 -.1697E+07  .3669E+07   .9999526 -.0042362  .0087616
T  516  9 .5658615E+08   4561630E+02  .4679E+06  .4852E+07   .9999544  .0018736  .0093639
T  517  9 .5633255E+08   4561630E+02  .3082E+06  .3613E+07   .9999485 -.0011353  .0100873
T  518  9 .5637771E+08   4561631E+02 -.3310E+06  .2890E+07   .9999517 -.0039712  .0089938
T  519  9 .5635947E+08   4561631E+02  .2499E+06 -.7313E+06   .9999946  .0005826 -.0032366
T  520  9 .5637242E+08   4561630E+02  .1538E+07  .1262E+06   .9999833  .0057869 -.0000257
T  521  9 .5641176E+08   4561630E+02 -.1194E+07 -.1569E+07   .9999969  .0005141  .0024198
T  522  9 .5650724E+08   4561630E+02 -.4968E+07  .1159E+07   .9997775 -.0205730  .0046622
T  523  9 .5655447E+08   4561630E+02 -.2687E+07  .1507E+07   .9999709 -.0071645  .0026020
T  524  9 .5650388E+08   4561630E+02 -.4771E+06  .1491E+07   .9999942  .0021867  .0026175
T  525  9 .5661404E+08   4561630E+02  .4103E+07 -.1867E+07   .9998758  .0128462 -.0091346
T  526  9 .5659848E+08   4561630E+02  .1556E+07 -.2715E+07   .9999743  .0051053 -.0050284
T  527  9 .5653874E+08   4561631E+02 -.7676E+06 -.1074E+07   .9999984  .0017844 -.0000708
T  528  9 .5624854E+08   4561630E+02  .3627E+06  .2774E+07   .9999900  .0015733  .0041811
T  529  9 .5655523E+08   4561631E+02 -.5343E+06 -.6272E+06   .9999997  .0000699  .0007950
T  530  9 .5620071E+08   4561630E+02 -.7481E+07 -.1801E+07   .9998193 -.0181738 -.0055674
T  531  9 .5660011E+08   4561630E+02 -.1638E+07  .3859E+07   .9999470 -.0039636  .0095067
T  532  9 .5656834E+08   4561631E+02  .9926E+06 -.1718E+07   .9999865  .0040549 -.0032379
T  533  9 .5643582E+08   4561630E+02 -.1065E+06  .8188E+06   .9999957 -.0002297  .0029346
T  534  9 .5656493E+08   4561631E+02 -.5208E+06  .6809E+06   .9999995 -.0008097 -.0005575
T  535  9 .5618002E+08   4561630E+02  .1713E+07  .7409E+06   .9999848  .0040567  .0037427
T  536  9 .5656671E+08   4561630E+02 -.1318E+07 -.2357E+07   .9999167 -.0061802 -.0113328
T  537  9 .5642125E+08   4561630E+02  .1487E+05 -.2768E+06   .9999999  .0000250 -.0001346
T  538  9 .5634681E+08   4561631E+02 -.1884E+06 -.8187E+06   .9999909  .0041786 -.0008237
T  539  9 .5623099E+08   4561630E+02 -.2142E+07 -.1977E+06   .9999545 -.0077440 -.0055681
T  540  9 .5669040E+08   4561630E+02 -.1439E+07  .1933E+07   .9999633 -.0051933  .0068141
T  541  9 .5626484E+08   4561630E+02 -.2033E+07 -.2572E+07   .9999793 -.0046353 -.0044683
T  542  9 .5660374E+08   4561630E+02  .1397E+07  .1980E+06   .9999935  .0021378  .0029026
T  543  9 .5670604E+08   4561630E+02  .5637E+06 -.4039E+07   .9999148  .0031011 -.0126834
T  544  9 .5645185E+08   4561631E+02  .3163E+07  .3757E+07   .9999230  .0080002  .0094864
T  545  9 .5641530E+08   4561630E+02  .4758E+06  .3087E+07   .9999596  .0055796  .0070421
T  546  9 .5642720E+08   4561630E+02  .2627E+07 -.3012E+06   .9999643  .0082564  .0017834
T  547  9 .5634581E+08   4561631E+02  .1685E+06  .1745E+07   .9999852 -.0046109  .0028985
T  548  9 .5655898E+08   4561630E+02 -.1840E+07  .2186E+06   .9999934 -.0013539  .0033752
T  549  9 .5654396E+08   4561630E+02 -.2118E+07 -.2211E+07   .9999449 -.0071909 -.0076449
T  550  9 .5651474E+08   4561631E+02 -.2103E+07  .3697E+06   .9999873 -.0028957  .0041333
T  551  9 .5638808E+08   4561630E+02  .6127E+06  .1294E+07   .9999555  .0049269  .0080447
T  552  9 .5649319E+08   4561631E+02  .1360E+07 -.4860E+07   .9999195 -.0007198 -.0126700
T  553  9 .5667517E+08   4561630E+02  .4547E+07  .8647E+06   .9999038  .0138061  .0013291
T  554  9 .5641718E+08   4561630E+02 -.9534E+06  .4262E+06   .9999925 -.0037590  .0009562
T  555  9 .5654124E+08   4561631E+02 -.3583E+06  .2929E+06   .9999965 -.0026480  .0002457
T  556  9 .5679000E+08   4561630E+02 -.4788E+06 -.3268E+05   .9999848 -.0041772 -.0036039
T  557  9 .5629467E+08   4561630E+02  .1521E+07  .4690E+06   .9999787  .0057796  .0030293
T  558  9 .5640541E+08   4561630E+02 -.1854E+07 -.3546E+07   .9999397 -.0053483 -.0095956
T  559  9 .5657290E+08   4561630E+02  .1230E+07 -.5855E+06   .9999951  .0031253  .0001013
T  560  9 .5654769E+08   4561630E+02  .4444E+07  .1734E+06   .9998976  .0142817  .0008976
T  561  9 .5636870E+08   4561631E+02  .1284E+07  .5569E+06   .9999705  .0028303  .0071345
T  562  9 .5637016E+08   4561630E+02  .2914E+06  .3022E+06   .9999923  .0037648  .0010777
T  563  9 .5659598E+08   4561631E+02  .1377E+07 -.9059E+06   .9999853  .0039228 -.0037351
T  564  9 .5643497E+08   4561630E+02 -.1446E+06  .1131E+07   .9999954  .0026431  .0014762
T  565  9 .5631609E+08   4561630E+02 -.1220E+07  .4648E+07   .9999456 -.0026794  .0100759
T  566  9 .5637340E+08   4561630E+02  .5329E+07  .8008E+06   .9998177  .0190730 -.0008464
T  567  9 .5647408E+08   4561630E+02 -.4272E+06  .1211E+07   .9999962 -.0018523  .0020387
T  568  9 .5638380E+08   4561630E+02  .8653E+05 -.2244E+07   .9999646  .0009044 -.0083619
T  569  9 .5633747E+08   4561630E+02  .1965E+07  .1282E+06   .9999827  .0055066 -.0020625
T  570  9 .5633063E+08   4561631E+02  .4412E+07 -.8374E+06   .9999571  .0092531 -.0003436
T  571  9 .5648637E+08   4561631E+02  .1065E+06  .5958E+06   .9999940  .0034073 -.0005599
T  572  9 .5645808E+08   4561631E+02 -.5600E+06  .9359E+06   .9999991  .0004292  .0012607
T  573  9 .5639364E+08   4561631E+02  .1901E+07 -.1027E+07   .9999771  .0052849 -.0042327
T  574  9 .5662395E+08   4561630E+02  .1928E+07  .1085E+07   .9999751  .0063538  .0030620
T  575  9 .5655601E+08   4561631E+02 -.6851E+07  .4455E+07   .9998137 -.0128142  .0144343
T  576  9 .5638294E+08   4561630E+02 -.1098E+07  .3978E+06   .9999912 -.0035189  .0023036
T  577  9 .5637727E+08   4561630E+02  .2314E+06 -.1970E+07   .9999894 -.0005947 -.0045749
T  578  9 .5641110E+08   4561630E+02  .8027E+06  .7411E+06   .9999804  .0043414  .0045041
T  579  9 .5672070E+08   4561631E+02  .1880E+07  .4924E+06   .9999953  .0030194 -.0006155
T  580  9 .5651566E+08   4561631E+02  .6539E+07  .3243E+07   .9998777  .0137543  .0074475
T  581  9 .5664064E+08   4561630E+02 -.5540E+06 -.1161E+07   .9999901 -.0017834 -.0040818
T  582  9 .5661863E+08   4561630E+02 -.2603E+07 -.1017E+07   .9999913 -.0039620 -.0013362
T  583  9 .5700934E+08   4561630E+02 -.2585E+06  .1985E+07   .9999782 -.0016498  .0063953
T  584  9 .5640937E+08   4561631E+02  .2888E+06  .9582E+06   .9999974  .0002384  .0022514
T  585  9 .5652365E+08   4561631E+02 -.1351E+07  .3475E+06   .9999904 -.0037360 -.0022985
T  586  9 .5642894E+08   4561630E+02  .1149E+06 -.9515E+06   .9999914 -.0012968 -.0039403
T  587  9 .5658275E+08   4561631E+02  .5905E+05  .1660E+07   .9999727 -.0049717  .0054606
T  588  9 .5634391E+08   4561630E+02 -.1368E+07 -.2360E+07   .9999903 -.0024878 -.0036387
T  589  9 .5668631E+08   4561631E+02 -.4058E+07 -.1778E+07   .9999032 -.0139145 -.0000124
T  590  9 .5647356E+08   4561630E+02 -.1566E+07  .3703E+06   .9999914 -.0040901  .0006095
T  591  9 .5645836E+08   4561631E+02 -.3716E+06 -.2141E+07   .9999619 -.0027965 -.0082732
T  592  9 .5668598E+08   4561630E+02 -.1578E+06  .1428E+07   .9999967  .0003392  .0025309
T  593  9 .5671689E+08   4561630E+02  .5404E+06 -.1676E+07   .9999602  .0021679 -.0086490
T  594  9 .5644301E+08   4561630E+02 -.4574E+07  .9841E+06   .9999585 -.0086931  .0027325
T  595  9 .5650919E+08   4561630E+02 -.1342E+05 -.1306E+07   .9999762  .0016087 -.0067108
T  596  9 .5661353E+08   4561630E+02  .2155E+07 -.4440E+07   .9999249  .0045424 -.0113808
T  597  9 .5644120E+08   4561630E+02  .7694E+06 -.1141E+07   .9999793  .0039564 -.0050662
T  598  9 .5629419E+08   4561631E+02 -.1020E+07 -.1090E+07   .9999998 -.0005675 -.0000803
T  599  9 .5631844E+08   4561631E+02 -.9670E+06 -.2933E+06   .9999954 -.0030054  .0002910
T  600  9 .5643648E+08   4561630E+02 -.3193E+06 -.2132E+07   .9999931 -.0035034 -.0012186
T  601  9 .5635719E+08   4561630E+02 -.2310E+07 -.1197E+07   .9999612 -.0086860  .0014931
T  602  9 .5655518E+08   4561630E+02  .7830E+06 -.1565E+07   .9999551  .0053161 -.0078470
T  603  9 .5655073E+08   4561631E+02  .1117E+07 -.2311E+07   .9999958  .0024252 -.0015981
T  604  9 .5650389E+08   4561630E+02  .2909E+06 -.1033E+07   .9999926 -.0018180 -.0033813
T  605  9 .5661260E+08   4561630E+02  .1501E+07 -.1016E+07   .9999329  .0112971  .0025662
T  606  9 .5667114E+08   4561630E+02 -.2221E+07 -.4502E+07   .9999169 -.0041568 -.0122060
T  607  9 .5657690E+08   4561630E+02 -.6728E+06  .1181E+07   .9999961 -.0025453  .0011399
T  608  9 .5650160E+08   4561630E+02  .1716E+07  .5616E+07   .9998695  .0051388  .0153145
T  609  9 .5656322E+08   4561630E+02  .8822E+05  .4364E+07   .9998456 -.0046109  .0169575
T  610  9 .5644663E+08   4561630E+02  .2129E+07 -.9313E+06   .9999956  .0003477 -.0029597
T  611  9 .5624215E+08   4561631E+02 -.1665E+07  .1456E+07   .9999760 -.0037853  .0058102
T  612  9 .5652407E+08   4561631E+02  .2052E+07  .2435E+07   .9998378  .0129148  .0125500
T  613  9 .5645607E+08   4561630E+02  .7693E+06 -.1478E+07   .9999498 -.0048778 -.0087469
T  614  9 .5681990E+08   4561631E+02 -.6820E+07 -.3209E+07   .9998843 -.0137515 -.0064980
T  615  9 .5631141E+08   4561631E+02 -.1148E+07 -.5788E+06   .9999583 -.0071276 -.0057160
T  616  9 .5659512E+08   4561630E+02 -.2109E+07 -.1471E+07   .9999546 -.0074624 -.0059298
T  617  9 .5665015E+08   4561630E+02 -.4436E+06 -.7014E+06   .9999954  .0015543 -.0026201
T  618  9 .5686206E+08   4561631E+02 -.2748E+07 -.1788E+07   .9999602 -.0065205 -.0060887
T  619  9 .5647103E+08   4561630E+02  .1390E+08  .8758E+06   .9996027  .0281531  .0013319
T  620  9 .5648931E+08   4561631E+02 -.1888E+07 -.1352E+07   .9997404 -.0214400  .0077165
T  621  9 .5630766E+08   4561630E+02  .4475E+06 -.2259E+07   .9999745 -.0009352 -.0070740
T  622  9 .5639756E+08   4561630E+02 -.1869E+07 -.1070E+07   .9999606 -.0088592  .0005173
T  623  9 .5651078E+08   4561630E+02 -.1783E+07 -.2529E+06   .9999997 -.0007879 -.0002061
T  624  9 .5685484E+08   4561631E+02  .5060E+06 -.1290E+07   .9999764  .0024232 -.0064232
T  625  9 .5647076E+08   4561630E+02  .3377E+07  .4181E+07   .9999451  .0046095  .0094048
T  626  9 .5658319E+08   4561630E+02  .2289E+07 -.7183E+06   .9999821  .0051999 -.0029538
T  627  9 .5659226E+08   4561630E+02  .5066E+06 -.1155E+07   .9999892  .0020570 -.0041694
T  628  9 .5653881E+08   4561630E+02  .2805E+07 -.3590E+07   .9999586  .0023155 -.0088021
T  629  9 .5625118E+08   4561630E+02  .1617E+07  .1831E+07   .9999908  .0042326 -.0006999
T  630  9 .5643239E+08   4561630E+02 -.2219E+07  .1188E+06   .9999460 -.0093587  .0045185
T  631  9 .5668414E+08   4561630E+02 -.3589E+07  .1031E+07   .9999526 -.0097366 -.0000861
T  632  9 .5657995E+08   4561630E+02 -.1076E+06 -.2075E+07   .9999721 -.0009532 -.0074094
T  633  9 .5650052E+08   4561630E+02 -.2350E+06  .1160E+07   .9999928 -.0036987  .0008400
T  634  9 .5660735E+08   4561631E+02 -.5349E+06  .1312E+07   .9999981 -.0015178  .0012325
T  635  9 .5658358E+08   4561631E+02  .1104E+07  .7641E+06   .9999915 -.0000198 -.0041313
T  636  9 .5668178E+08   4561631E+02  .1340E+07 -.1873E+07   .9999598  .0051754 -.0073267
T  637  9 .5661119E+08   4561630E+02  .8117E+06  .2377E+07   .9999701  .0038238  .0067263
T  638  9 .5620844E+08   4561630E+02 -.1652E+07 -.1180E+07   .9999801 -.0038898 -.0049715
T  639  9 .5663164E+08   4561631E+02 -.2712E+07  .2342E+07   .9999456 -.0085517  .0059728
T  640  9 .5656913E+08   4561630E+02 -.2545E+07 -.1034E+07   .9999850 -.0053833 -.0010563
T  641  9 .5635896E+08   4561630E+02 -.8989E+06  .3859E+07   .9999609  .0008064  .0088026
T  642  9 .5648056E+08   4561630E+02  .2986E+07  .4383E+06   .9999642  .0068890  .0049226
T  643  9 .5653150E+08   4561631E+02 -.3785E+07 -.1033E+07   .9999337 -.0114802 -.0008910
T  644  9 .5643795E+08   4561630E+02  .6177E+06  .1949E+06   .9999981  .0017737 -.0008303
T  645  9 .5633420E+08   4561631E+02  .2080E+07 -.1068E+07   .9999817  .0059133 -.0012396
T  646  9 .5621743E+08   4561630E+02  .1617E+07 -.6595E+05   .9999730  .0057931 -.0045229
T  647  9 .5637907E+08   4561631E+02 -.1041E+07  .8296E+06   .9999996 -.0007090  .0005886
T  648  9 .5638722E+08   4561630E+02 -.2797E+07 -.6439E+06   .9999391 -.0109782 -.0011099
T  649  9 .5636776E+08   4561631E+02  .2152E+07 -.3280E+06   .9999656  .0076778 -.0031338
T  650  9 .5619694E+08   4561630E+02  .2681E+06 -.1917E+07   .9999835  .0044380 -.0036572
T  651  9 .5635203E+08   4561630E+02  .2615E+07  .4567E+07   .9999266  .0060268  .0105059
T  652  9 .5667539E+08   4561631E+02 -.5298E+07  .1124E+07   .9998462 -.0175101  .0010198
T  653  9 .5648107E+08   4561630E+02 -.3184E+06  .3066E+07   .9999789 -.0019274  .0062073
T  654  9 .5635236E+08   4561630E+02 -.1335E+07 -.2184E+07   .9999653 -.0025878 -.0079153
T  655  9 .5644695E+08   4561630E+02 -.1548E+07 -.4406E+07   .9999428 -.0024284 -.0104195
T  656  9 .5657943E+08   4561631E+02 -.1532E+07  .2864E+07   .9999223 -.0107489  .0063152
T  657  9 .5661151E+08   4561631E+02  .3339E+06  .1778E+06   .9999986  .0013205  .0009930
T  658  9 .5648231E+08   4561630E+02 -.5072E+06 -.4704E+07   .9998631 -.0051809 -.0157164
T  659  9 .5657893E+08   4561630E+02  .1449E+07  .1133E+05   .9999762  .0068969  .0003582
T  660  9 .5667593E+08   4561630E+02  .1393E+07 -.3380E+07   .9999464  .0007541 -.0103309
T  661  9 .5648372E+08   4561630E+02 -.3199E+07 -.4225E+07   .9998897 -.0109368 -.0100500
T  662  9 .5656868E+08   4561630E+02 -.4038E+05  .1526E+07   .9999871  .0041508  .0029181
T  663  9 .5625734E+08   4561630E+02 -.3300E+07 -.5630E+06   .9999659 -.0075266 -.0034009
T  664  9 .5684939E+08   4561630E+02  .1806E+06  .3562E+07   .9999438  .0005696  .0105856
T  665  9 .5644805E+08   4561630E+02 -.1214E+08 -.4468E+07   .9984983 -.0519000 -.0175367
T  666  9 .5637191E+08   4561630E+02  .6275E+06  .6651E+06   .9999875  .0025054  .0043276
T  667  9 .5653147E+08   4561631E+02  .8774E+06 -.7086E+04   .9999795  .0052162  .0037096
T  668  9 .5610956E+08   4561630E+02 -.9945E+06 -.1317E+07   .9999766 -.0051499 -.0045090
T  669  9 .5630710E+08   4561630E+02 -.9202E+06 -.1336E+07   .9999854 -.0023860 -.0048395
T  670  9 .5652877E+08   4561631E+02  .1515E+07  .7333E+05   .9999924  .0016740  .0035149
T  671  9 .5624469E+08   4561630E+02  .9395E+06 -.2423E+07   .9999536  .0038707 -.0088196
T  672  9 .5663914E+08   4561631E+02  .7376E+06 -.4240E+06   .9999996  .0007952  .0003291
T  673  9 .5628137E+08   4561630E+02  .7754E+06 -.1746E+07   .9999802 -.0008841 -.0062230
T  674  9 .5632672E+08   4561630E+02 -.4344E+07 -.8838E+06   .9999669 -.0080394  .0012722
T  675  9 .5633199E+08   4561631E+02 -.1440E+07 -.5743E+06   .9999906 -.0041130 -.0013978
T  676  9 .5645443E+08   4561630E+02  .3424E+07  .1017E+07   .9999468  .0102944  .0007072
T  677  9 .5658005E+08   4561630E+02  .4544E+06 -.8990E+06   .9999992  .0002874 -.0011949
T  678  9 .5650373E+08   4561630E+02  .3462E+07  .1051E+06   .9999903  .0022724 -.0037747
T  679  9 .5649609E+08   4561630E+02 -.3513E+07 -.4151E+07   .9999804 -.0011459 -.0061498
T  680  9 .5637527E+08   4561631E+02  .5938E+06 -.6057E+06   .9999943  .0018404 -.0028342
T  681  9 .5656041E+08   4561630E+02 -.1191E+07  .5492E+06   .9999922 -.0038095 -.0010596
T  682  9 .5647682E+08   4561630E+02  .4631E+06 -.4027E+06   .9999927  .0017867  .0033853
T  683  9 .5646827E+08   4561631E+02 -.5720E+07  .6677E+07   .9998135 -.0159926  .0108277
T  684  9 .5632165E+08   4561631E+02  .3227E+06  .6052E+05   .9999967  .0023634 -.0010198
T  685  9 .5637400E+08   4561631E+02  .2304E+07 -.1157E+06   .9999795  .0062918  .0011509
T  686  9 .5629111E+08   4561631E+02 -.1100E+07  .6568E+06   .9999755 -.0011436  .0069110
T  687  9 .5653927E+08   4561631E+02  .2826E+06 -.5794E+06   .9999988  .0006810 -.0013572
T  688  9 .5634155E+08   4561631E+02 -.6460E+06 -.6124E+07   .9995549 -.0015286 -.0297948
T  689  9 .5653015E+08   4561630E+02 -.1510E+07  .3363E+07   .9999262 -.0074623  .0095872
T  690  9 .5669521E+08   4561631E+02 -.2830E+07  .9790E+06   .9999591 -.0087168  .0024006
T  691  9 .5681701E+08   4561630E+02  .3924E+06 -.4856E+07   .9997648 -.0009706 -.0216655
T  692  9 .5677096E+08   4561631E+02  .1474E+07 -.8964E+06   .9999850  .0029868 -.0045859
T  693  9 .5638911E+08   4561630E+02  .1195E+07  .3440E+06   .9999773  .0064642  .0018817
T  694  9 .5619657E+08   4561631E+02  .1412E+07 -.2536E+06   .9999974  .0017109  .0015372
T  695  9 .5640858E+08   4561630E+02  .2373E+07 -.2221E+07   .9999693  .0061342 -.0048682
T  696  9 .5646215E+08   4561630E+02 -.8691E+06 -.3123E+07   .9999633 -.0034969 -.0078268
T  697  9 .5646959E+08   4561631E+02 -.2486E+07  .2203E+06   .9999927 -.0035755  .0013777
T  698  9 .5636748E+08   4561630E+02 -.1896E+07  .1700E+07   .9999332 -.0075172  .0087801
T  699  9 .5648560E+08   4561631E+02 -.3207E+07  .1729E+07   .9999329 -.0104540  .0049957
T  700  9 .5652918E+08   4561630E+02 -.3641E+07  .3691E+07   .9999145 -.0097575  .0087080
T  701  9 .5641387E+08   4561630E+02 -.5096E+06 -.5225E+06   .9999938 -.0031741 -.0015455
T  702  9 .5673324E+08   4561631E+02  .1926E+07  .1480E+07   .9999801  .0050518  .0037794
T  703  9 .5649846E+08   4561631E+02 -.9331E+06 -.2093E+07   .9999879 -.0027345 -.0040940
T  704  9 .5641870E+08   4561630E+02  .3543E+06 -.1947E+07   .9999772  .0049848 -.0045481
T  705  9 .5662451E+08   4561631E+02  .4305E+06 -.4912E+06   .9999966 -.0012427  .0022825
T  706  9 .5653451E+08   4561631E+02  .2547E+06 -.1551E+04   .9999953  .0030632 -.0000004
T  707  9 .5654414E+08   4561630E+02 -.1092E+07  .2051E+07   .9999843 -.0020941  .0051948
T  708  9 .5682054E+08   4561631E+02 -.3461E+06 -.1988E+07   .9999829 -.0020143 -.0054854
T  709  9 .5641652E+08   4561630E+02  .3460E+07  .4375E+06   .9999438  .0101014 -.0032057
T  710  9 .5629846E+08   4561631E+02  .6597E+05 -.3752E+06   .9999943 -.0014178 -.0030624
T  711  9 .5642618E+08   4561630E+02  .1021E+07  .1269E+07   .9999616  .0039210  .0078321
T  712  9 .5648991E+08   4561630E+02 -.4895E+07 -.2398E+07   .9998649 -.0162377 -.0025540
T  713  9 .5649973E+08   4561630E+02  .1899E+07  .4207E+06   .9999664  .0080200  .0017156
T  714  9 .5641409E+08   4561631E+02  .5998E+06 -.1821E+07   .9999735  .0002575 -.0072717
T  715  9 .5646515E+08   4561631E+02 -.2716E+07 -.5376E+06   .9999623 -.0083990  .0021998
T  716  9 .5659282E+08   4561630E+02 -.1493E+07  .5682E+06   .9999168 -.0089564  .0092860
T  717  9 .5634634E+08   4561630E+02 -.1575E+07  .1653E+07   .9999862 -.0017692  .0049549
T  718  9 .5669478E+08   4561631E+02  .3928E+07 -.8148E+06   .9998973  .0141395  .0023198
T  719  9 .5634025E+08   4561631E+02 -.1379E+07 -.2342E+06   .9999996  .0006050 -.0006238
T  720  9 .5662173E+08   4561630E+02 -.1211E+07 -.1444E+07   .9999874 -.0022673 -.0044897
T  721  9 .5639167E+08   4561630E+02  .1519E+06  .2040E+07   .9999839  .0014094  .0054966
T  722  9 .5662421E+08   4561630E+02  .9460E+05 -.1247E+07   .9999945 -.0017351 -.0028226
T  723  9 .5670081E+08   4561630E+02  .9272E+05 -.1299E+07   .9999815 -.0016987 -.0058367
T  724  9 .5675019E+08   4561630E+02  .1104E+07 -.1421E+07   .9999946  .0025247 -.0020825
T  725  9 .5653030E+08   4561630E+02  .4939E+06 -.4012E+06   .9999393  .0062358 -.0090796
T  726  9 .5652573E+08   4561631E+02  .4150E+07 -.6587E+06   .9998931  .0138972 -.0045478
T  727  9 .5639942E+08   4561631E+02  .1221E+07 -.2125E+06   .9999778  .0061577 -.0025309
T  728  9 .5646913E+08   4561630E+02  .2321E+07  .2055E+06   .9999312  .0114620  .0024962
T  729  9 .5649808E+08   4561630E+02  .1771E+07 -.1299E+07   .9999867  .0045961 -.0023206
T  730  9 .5655824E+08   4561631E+02  .3631E+06  .6639E+06   .9999876  .0047390  .0015467
T  731  9 .5648468E+08   4561630E+02 -.1927E+07 -.6681E+06   .9999925 -.0038618  .0002691
T  732  9 .5638402E+08   4561630E+02  .2517E+06 -.1399E+07   .9999940  .0026376 -.0022584
T  733  9 .5655069E+08   4561631E+02 -.4758E+06  .1890E+07   .9999911 -.0013606  .0039831
T  734  9 .5648008E+08   4561630E+02 -.4977E+06 -.2010E+07   .9999893 -.0026561 -.0038004
T  735  9 .5670941E+08   4561630E+02 -.1598E+06  .5267E+06   .9999971 -.0008315  .0022702
T  736  9 .5654487E+08   4561631E+02  .1174E+07 -.1937E+07   .9999576  .0028052 -.0087691
T  737  9 .5623599E+08   4561631E+02  .9134E+06  .2084E+07   .9999702  .0035005  .0068742
T  738  9 .5639575E+08   4561630E+02  .1730E+07  .1289E+07   .9999825  .0020692  .0055499
T  739  9 .5661041E+08   4561630E+02  .1490E+07  .1601E+07   .9999794  .0048242  .0042313
T  740  9 .5643533E+08   4561631E+02  .2746E+07  .3449E+07   .9997794  .0154820  .0141939
T  741  9 .5654532E+08   4561631E+02  .7595E+06  .3632E+07   .9999684  .0042733  .0066971
T  742  9 .5644549E+08   4561630E+02  .1146E+07  .1116E+07   .9999921  .0021843  .0033217
