============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  O(76.5 MeV) ==> Mylar_IC+Carbon Tetraflu( 36.0 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  875  8 .6456382E+08   3601150E+02  .1098E+07  .1880E+07   .9999644 -.0005967  .0084218
T  876  8 .6434580E+08   3601150E+02  .9617E+05  .4282E+06   .9999982  .0013804  .0012710
T  877  8 .6436818E+08   3601150E+02  .6655E+06 -.8197E+06   .9999959  .0017896 -.0022510
T  878  8 .6435476E+08   3601150E+02 -.5492E+07  .9727E+06   .9996760 -.0251470  .0039407
T  879  8 .6463519E+08   3601150E+02  .9290E+06 -.6839E+06   .9999995  .0007332 -.0007441
T  880  8 .6450973E+08   3601150E+02  .1852E+07  .2214E+07   .9999637  .0068160  .0051092
T  881  8 .6454935E+08   3601150E+02 -.2352E+07  .6650E+06   .9998585 -.0159449  .0053664
T  882  8 .6452941E+08   3601150E+02 -.7989E+06 -.1582E+05   .9999979 -.0020551 -.0000349
T  883  8 .6438681E+08   3601150E+02 -.5022E+06  .5546E+05   .9999947 -.0031743  .0006920
T  884  8 .6452138E+08   3601150E+02 -.4708E+06 -.1593E+06   .9999996 -.0000131 -.0008746
T  885  8 .6449554E+08   3601150E+02  .1766E+07  .2995E+06   .9999740  .0070316  .0015728
T  886  8 .6439403E+08   3601150E+02 -.1439E+06 -.1660E+07   .9999856  .0002399 -.0053659
T  887  8 .6464678E+08   3601150E+02  .2900E+07 -.8684E+06   .9999657  .0082818 -.0002053
T  888  8 .6458402E+08   3601150E+02  .1344E+07  .2624E+06   .9999365  .0022233  .0110472
T  889  8 .6434657E+08   3601150E+02  .7725E+06  .9988E+06   .9999952  .0017915  .0025248
T  890  8 .6453967E+08   3601150E+02 -.8142E+06  .2696E+06   .9999909 -.0032849  .0027193
T  891  8 .6453244E+08   3601150E+02 -.2292E+06 -.7205E+06   .9999942 -.0022014 -.0025910
T  892  8 .6461393E+08   3601150E+02  .1390E+07 -.5463E+06   .9999872  .0036348 -.0035283
T  893  8 .6445502E+08   3601150E+02 -.8149E+06 -.4106E+07   .9998791 -.0044337 -.0149024
T  894  8 .6466160E+08   3601150E+02  .6329E+06 -.3131E+06   .9999912  .0037221 -.0019386
T  895  8 .6442766E+08   3601150E+02 -.3322E+06 -.8825E+06   .9999942 -.0000057 -.0034010
T  896  8 .6461355E+08   3601150E+02 -.2784E+07 -.1357E+07   .9999466 -.0093024 -.0045007
T  897  8 .6444879E+08   3601150E+02 -.1091E+06  .1046E+07   .9999969 -.0003588  .0024834
T  898  8 .6436418E+08   3601150E+02 -.3425E+06 -.3653E+07   .9998970  .0007815 -.0143284
T  899  8 .6455659E+08   3601150E+02 -.9720E+06 -.8923E+06   .9999927 -.0023579 -.0030097
T  900  8 .6473710E+08   3601150E+02  .4813E+06  .1376E+07   .9999994  .0001384  .0011018
T  901  8 .6461135E+08   3601150E+02  .1113E+07 -.1422E+07   .9999822  .0038112 -.0045981
T  902  8 .6456813E+08   3601150E+02  .1737E+02  .1440E+07   .9998062  .0111861  .0161991
T  903  8 .6450076E+08   3601150E+02 -.1080E+07 -.1233E+07   .9999860 -.0035863 -.0038972
T  904  8 .6450705E+08   3601150E+02 -.1846E+07  .1069E+07   .9999855 -.0028891  .0045481
T  905  8 .6462998E+08   3601150E+02 -.1171E+07 -.6443E+04   .9999973 -.0018469 -.0014346
T  906  8 .6446163E+08   3601150E+02 -.1064E+07 -.4893E+06   .9999941 -.0033846 -.0006257
T  907  8 .6446730E+08   3601150E+02  .7015E+04 -.1828E+06   .9999997  .0005248  .0005314
T  908  8 .6457367E+08   3601150E+02 -.5837E+07  .3845E+07   .9998288 -.0155352  .0100475
T  909  8 .6448120E+08   3601150E+02 -.3890E+07  .3346E+07   .9999219 -.0083142  .0093280
T  910  8 .6466153E+08   3601150E+02 -.3327E+06 -.1056E+07   .9999907 -.0031955 -.0028976
T  911  8 .6454470E+08   3601150E+02  .1188E+05  .2351E+07   .9999836 -.0002776  .0057209
T  912  8 .6456435E+08   3601150E+02 -.5265E+06  .1570E+07   .9999872 -.0008748  .0049740
T  913  8 .6445347E+08   3601150E+02  .4122E+06  .5723E+06   .9999955  .0005010  .0029645
T  914  8 .6471302E+08   3601150E+02  .4302E+06  .7633E+06   .9999938  .0012397  .0032948
T  915  8 .6443943E+08   3601150E+02  .1588E+06  .1096E+07   .9999898  .0028403  .0035226
T  916  8 .6442039E+08   3601150E+02 -.5242E+06  .5839E+06   .9999955  .0002158  .0029889
T  917  8 .6446394E+08   3601150E+02 -.6918E+06 -.8338E+06   .9999928 -.0033753 -.0017275
T  918  8 .6451568E+08   3601150E+02 -.1079E+07  .2656E+07   .9999628 -.0050340  .0070052
T  919  8 .6458131E+08   3601150E+02 -.1373E+05  .1405E+07   .9999940 -.0012250  .0032336
T  920  8 .6451071E+08   3601150E+02  .7131E+06  .1622E+06   .9999874  .0049741 -.0005999
T  921  8 .6453515E+08   3601150E+02  .7579E+06  .7413E+06   .9999923  .0017212  .0035249
T  922  8 .6471950E+08   3601150E+02  .4652E+06 -.4694E+06   .9999976  .0011585  .0018443
T  923  8 .6447964E+08   3601150E+02  .2136E+07 -.4368E+06   .9999770  .0066537 -.0013298
T  924  8 .6468859E+08   3601150E+02  .1844E+06  .1046E+07   .9999740  .0026598  .0067093
T  925  8 .6441338E+08   3601150E+02  .1248E+07  .5428E+05   .9999854  .0043823  .0031725
T  926  8 .6464588E+08   3601150E+02 -.7613E+06 -.5307E+06   .9999997 -.0008311 -.0000629
T  927  8 .6450986E+08   3601150E+02 -.2249E+07  .8351E+06   .9999685 -.0062873  .0048489
T  928  8 .6471137E+08   3601150E+02  .2004E+06  .6889E+06   .9999953  .0022435  .0020878
T  929  8 .6459554E+08   3601150E+02 -.7105E+06 -.2586E+07   .9999619 -.0032073 -.0081228
T  930  8 .6438701E+08   3601150E+02 -.5616E+06 -.3034E+06   .9999955 -.0027766 -.0011340
T  931  8 .6457558E+08   3601150E+02  .2601E+06 -.1188E+07   .9999889  .0005387 -.0046868
T  932  8 .6461949E+08   3601150E+02 -.4383E+06  .7338E+06   .9999969 -.0022176  .0011183
T  933  8 .6447517E+08   3601150E+02 -.1887E+06  .8699E+06   .9999967 -.0009316  .0023916
T  934  8 .6460598E+08   3601150E+02 -.9697E+06 -.2765E+07   .9999294 -.0055770 -.0104952
T  935  8 .6435331E+08   3601150E+02 -.6603E+06  .1357E+07   .9999834 -.0026684  .0050998
T  936  8 .6455535E+08   3601150E+02 -.3913E+05  .6794E+05   .9999987 -.0015861 -.0000520
T  937  8 .6454801E+08   3601150E+02 -.9387E+06  .3655E+06   .9999974 -.0011845  .0019634
T  938  8 .6460666E+08   3601150E+02 -.9965E+06  .8014E+04   .9999934 -.0036384 -.0000564
T  939  8 .6476755E+08   3601150E+02  .4746E+07 -.2708E+07   .9999067  .0120590 -.0064208
T  940  8 .6451275E+08   3601150E+02 -.5414E+06 -.5307E+06   .9999952 -.0024840 -.0018624
T  941  8 .6448756E+08   3601150E+02  .1733E+06  .6614E+06   .9999960  .0019233  .0020762
T  942  8 .6446042E+08   3601150E+02 -.8629E+06  .7641E+06   .9999965 -.0023985  .0010902
T  943  8 .6459865E+08   3601150E+02  .4379E+07  .3513E+06   .9998161  .0191700 -.0005044
T  944  8 .6449450E+08   3601150E+02 -.1072E+07 -.1850E+06   .9999924 -.0036290 -.0014387
T  945  8 .6471402E+08   3601150E+02 -.5388E+06 -.4602E+05   .9999968 -.0025379  .0001358
T  946  8 .6452817E+08   3601150E+02 -.1979E+06  .3136E+06   .9999984 -.0011357  .0013953
T  947  8 .6430726E+08   3601150E+02 -.2601E+06 -.5344E+06   .9999968  .0024482 -.0006128
T  948  8 .6477191E+08   3601150E+02  .3457E+06  .8222E+06   .9999891 -.0006943  .0046204
T  949  8 .6454423E+08   3601150E+02 -.9337E+06 -.1399E+07   .9999860 -.0032042 -.0042105
T  950  8 .6433046E+08   3601150E+02 -.2438E+07 -.1326E+06   .9999821 -.0059803  .0002959
T  951  8 .6441121E+08   3601150E+02  .2972E+07 -.9257E+06   .9999716  .0075126 -.0005768
T  952  8 .6475054E+08   3601150E+02 -.1779E+07 -.1479E+06   .9999781 -.0063038 -.0020198
T  953  8 .6451689E+08   3601150E+02  .3005E+06  .1346E+06   .9999986 -.0003603 -.0016222
T  954  8 .6458463E+08   3601150E+02 -.9299E+06  .4193E+06   .9999954 -.0029533  .0006762
T  955  8 .6447702E+08   3601150E+02 -.1264E+06 -.1262E+07   .9999891 -.0012459 -.0044895
T  956  8 .6467113E+08   3601150E+02  .5235E+06 -.1753E+07   .9999813  .0010357 -.0060354
T  957  8 .6460914E+08   3601150E+02 -.1561E+06  .1142E+06   .9999987 -.0010823  .0011813
T  958  8 .6464486E+08   3601150E+02 -.4898E+06  .5117E+06   .9999978 -.0016900  .0012148
T  959  8 .6454501E+08   3601150E+02  .8925E+06  .1988E+06   .9999893  .0045269 -.0009350
T  960  8 .6441840E+08   3601150E+02 -.3546E+06  .5170E+05   .9999982 -.0017586 -.0006932
T  961  8 .6441616E+08   3601150E+02 -.4421E+06 -.1970E+07   .9999820  .0010889 -.0059036
T  962  8 .6450589E+08   3601150E+02 -.2563E+07  .2263E+07   .9999593 -.0067405  .0059944
T  963  8 .6466551E+08   3601150E+02  .8854E+06 -.2995E+06   .9999903  .0041144 -.0015728
T  964  8 .6439597E+08   3601150E+02  .1724E+07  .2085E+06   .9999849  .0035428  .0041923
T  965  8 .6457145E+08   3601150E+02 -.4622E+06 -.1038E+07   .9999936 -.0014458 -.0032768
T  966  8 .6446401E+08   3601150E+02  .6074E+05 -.1202E+07   .9999948  .0005542 -.0031756
T  967  8 .6449750E+08   3601150E+02  .7490E+06  .1274E+07   .9999794  .0039526  .0050553
T  968  8 .6453643E+08   3601150E+02 -.6707E+06  .1423E+07   .9999888 -.0010166  .0046195
T  969  8 .6438784E+08   3601150E+02 -.8009E+06 -.1295E+07   .9999947 -.0026351 -.0019313
T  970  8 .6441648E+08   3601150E+02 -.1538E+07  .7319E+05   .9999863 -.0050050  .0015511
T  971  8 .6453449E+08   3601150E+02  .5553E+06  .3963E+06   .9999964  .0024977 -.0009437
T  972  8 .6445828E+08   3601150E+02  .1944E+06 -.5989E+06   .9999951  .0008202 -.0030085
T  973  8 .6435737E+08   3601150E+02 -.7290E+06  .6546E+06   .9999953 -.0000083  .0030658
T  974  8 .6460221E+08   3601150E+02  .2072E+07  .6946E+06   .9999748  .0063728  .0031236
T  975  8 .6449798E+08   3601150E+02  .1040E+06  .1025E+07   .9999949  .0013599  .0028957
T  976  8 .6465000E+08   3601150E+02 -.1052E+07 -.3956E+06   .9999933 -.0034140  .0013018
T  977  8 .6477913E+08   3601150E+02  .1434E+05 -.2444E+04   .9999987  .0016165  .0001544
T  978  8 .6458820E+08   3601150E+02 -.6448E+05  .4989E+06   .9999999  .0000582  .0004269
T  979  8 .6437011E+08   3601150E+02 -.4522E+06 -.1820E+07   .9999837 -.0032612 -.0046913
T  980  8 .6457255E+08   3601150E+02  .2283E+07 -.9035E+06   .9999633  .0083966 -.0017065
T  981  8 .6468923E+08   3601150E+02  .1237E+07 -.1435E+07   .9999896  .0030574 -.0033964
T  982  8 .6457493E+08   3601150E+02 -.1460E+06 -.6819E+06   .9999985  .0006923 -.0016036
T  983  8 .6443867E+08   3601150E+02 -.4958E+06  .1524E+07   .9999859 -.0012624  .0051515
T  984  8 .6447442E+08   3601150E+02 -.1671E+06 -.8154E+06   .9999978  .0011972 -.0017361
T  985  8 .6437206E+08   3601150E+02  .3941E+06  .2335E+07   .9999285  .0047523  .0109763
T  986  8 .6465213E+08   3601150E+02  .3808E+07 -.3073E+06   .9998920  .0145120 -.0023395
T  987  8 .6440832E+08   3601150E+02 -.1771E+07 -.5986E+06   .9999828 -.0055582 -.0018590
T  988  8 .6444457E+08   3601150E+02 -.2783E+07  .2021E+07   .9999503 -.0081043  .0058124
T  989  8 .6461616E+08   3601150E+02  .1252E+07  .3913E+06   .9999973  .0018126 -.0014551
T  990  8 .6453849E+08   3601150E+02  .3891E+06 -.7513E+06   .9999985  .0003649 -.0017189
T  991  8 .6482469E+08   3601150E+02 -.1708E+07 -.1304E+07   .9999780 -.0057402 -.0033321
T  992  8 .6450576E+08   3601150E+02  .5516E+06  .4376E+06   .9999982  .0013392  .0013493
T  993  8 .6437093E+08   3601150E+02 -.1590E+07  .2157E+07   .9999231 -.0094603  .0080127
T  994  8 .6457343E+08   3601150E+02  .4322E+06 -.8147E+06   .9999946  .0014326 -.0029525
T  995  8 .6454046E+08   3601150E+02 -.2281E+07  .3453E+06   .9999
